,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-07-01,2015-07-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,1,0.0,3,0.0,-1.0,0.0,0,0.0,42305,1,w1,-1.0,0,0.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,Below Trend,-1,-1,08/01 00:00:00 MST,w1,0,2015-07-02 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,560700.0,78059.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1194723,1194722,-1,-1,2015-07-01 22:09:58,2015-07-01 22:09:58,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120363,True,False,0,True,0,0,-1,560700,120364,-1,-1,-1,-1.0,-1,0.0,104664.0,14952.0,463512.0,-1,1,1
2015-07-02,2015-07-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,3,7600.0,1,7600.0,-1.0,7600.0,0,7600.0,7600,0,w2,-1.0,0,7600.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,On Track,-1,-1,08/01 00:00:00 MST,w2,0,2015-07-09 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,553100.0,112764.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1231001,1231000,-1,-1,2015-07-02 15:10:07,2015-07-02 15:10:07,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120364,True,True,0,0,0,0,-1,553100,112764,-1,-1,-1,26.0,-1,inf,104664.0,14952.0,463512.0,-1,1,1
2015-07-03,2015-07-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,14601.0,0,14601.0,14601,0,w2,-1.0,0,14601.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,Below Trend,-1,-1,08/01 00:00:00 MST,w2,0,2015-07-09 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,546099.0,105763.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1242624,1242623,-1,-1,2015-07-03 09:04:56,2015-07-03 09:04:56,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120364,False,False,0,0,0,0,-1,546099,105763,-1,-1,-1,34.0,-1,inf,104664.0,14952.0,463512.0,-1,0,0
2015-07-04,2015-07-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,14601.0,0,14601.0,14601,0,w2,-1.0,0,14601.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,Below Trend,-1,-1,08/01 00:00:00 MST,w2,0,2015-07-09 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,546099.0,105763.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1253155,1253154,-1,-1,2015-07-04 08:09:52,2015-07-04 08:09:52,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120364,False,False,0,0,0,0,-1,546099,105763,-1,-1,-1,25.0,-1,inf,104664.0,14952.0,463512.0,-1,0,0
2015-07-05,2015-07-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,14601.0,0,14601.0,14601,0,w2,-1.0,0,14601.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,Below Trend,-1,-1,08/01 00:00:00 MST,w2,0,2015-07-09 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,546099.0,105763.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1263527,1263526,-1,-1,2015-07-05 08:09:59,2015-07-05 08:09:59,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120364,False,False,0,0,0,0,-1,546099,105763,-1,-1,-1,20.0,-1,inf,104664.0,14952.0,463512.0,-1,0,0
2015-07-06,2015-07-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,14601.0,0,14601.0,14601,0,w2,-1.0,0,14601.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,Below Trend,-1,-1,08/01 00:00:00 MST,w2,0,2015-07-09 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,546099.0,105763.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1273899,1273898,-1,-1,2015-07-06 08:10:41,2015-07-06 08:10:41,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120364,False,False,0,0,0,0,-1,546099,105763,-1,-1,-1,17.0,-1,inf,104664.0,14952.0,463512.0,-1,0,0
2015-07-07,2015-07-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,44401.0,0,44401.0,44401,0,w2,-1.0,0,44401.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,Below Trend,-1,-1,08/01 00:00:00 MST,w2,0,2015-07-09 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,516299.0,75963.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1294004,1294003,-1,-1,2015-07-07 22:20:33,2015-07-07 22:20:33,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120364,False,False,0,0,0,0,-1,516299,75963,-1,-1,-1,44.0,-1,inf,104664.0,14952.0,463512.0,-1,0,0
2015-07-08,2015-07-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,51701.0,0,51701.0,51701,0,w2,-1.0,0,51701.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,Below Trend,-1,-1,08/01 00:00:00 MST,w2,0,2015-07-09 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,508999.0,68663.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1315401,1315400,-1,-1,2015-07-08 12:10:45,2015-07-08 12:10:45,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120364,False,False,0,0,0,0,-1,508999,68663,-1,-1,-1,45.0,-1,49.0,104664.0,14952.0,463512.0,-1,0,0
2015-07-09,2015-07-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,3,0.0,1,0.0,-1.0,51701.0,0,51701.0,0,0,w3,-1.0,0,0.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,Below Trend,-1,-1,08/01 00:00:00 MST,w3,0,2015-07-16 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,508999.0,120364.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1321877,1321876,-1,-1,2015-07-09 15:24:02,2015-07-09 15:24:02,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120364,True,True,0,0,0,0,-1,508999,120364,-1,-1,-1,40.0,-1,,104664.0,14952.0,463512.0,-1,0,0
2015-07-10,2015-07-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,66501.0,0,66501.0,14800,0,w3,-1.0,0,14800.0,-1.0,-1.0,560700.0,120364.0,-1,-1,Available,Available,-1,-1,100,125%,125,115%,115,-1,-1,Below Trend,Below Trend,-1,-1,08/01 00:00:00 MST,w3,0,2015-07-16 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560.0,-1,-1,-1.0,-1.0,494199.0,105564.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,1375513,1375512,-1,-1,2015-07-10 22:05:47,2015-07-10 22:05:47,-1,-1,Mansfield,Mansfield,-1.0,448560,104664,-1.0,560700,120364,False,False,0,0,0,0,-1,494199,105564,-1,-1,-1,46.0,-1,inf,104664.0,14952.0,463512.0,-1,0,0
