,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Weekly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Weekly,en_allocation_status_Weekly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Weekly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_Weekly,next_refresh_base_gallons_Weekly,remaining_gallons_Weekly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Weekly,staging_id_Weekly,execution_date_Weekly,customer_name_Weekly,base_gallons_Daily,base_gallons_Monthly,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,beginning_gallons_Daily,beginning_gallons_Monthly,en_allocation_status_Daily,en_allocation_status_Monthly,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,alerts_ratability_Daily,alerts_ratability_Monthly,next_refresh_date_Daily,next_refresh_date_Monthly,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,remaining_gallons_Daily,remaining_gallons_Monthly,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,execution_date_Daily,execution_date_Monthly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2016-01-01,2016-01-01 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w1,0,0,0,34615,Available,100%,100,Below Trend,w1,0,2016-01-08 00:00:00,Contract,-1,34615,0,0,11388413,2016-01-01 22:09:23,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,1,1
2016-01-02,2016-01-02 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w1,0,0,0,34615,Available,100%,100,Below Trend,w1,0,2016-01-08 00:00:00,Contract,-1,34615,0,0,11440477,2016-01-02 22:06:19,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,1,1
2016-01-03,2016-01-03 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w1,0,0,0,34615,Available,100%,100,Below Trend,w1,0,2016-01-08 00:00:00,Contract,-1,34615,0,0,11493493,2016-01-03 22:04:33,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,1,1
2016-01-04,2016-01-04 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w1,0,0,0,34615,Available,100%,100,Below Trend,w1,0,2016-01-08 00:00:00,Contract,-1,34615,0,0,11615287,2016-01-04 22:11:30,Mansfield,0,0,1,0,3,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-05,2016-01-05 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,3500,1,w1,0,0,0,34615,Available,100%,100,Above Trend,w1,0,2016-01-08 00:00:00,Contract,-1,31115,0,0,11790657,2016-01-05 22:09:37,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-06,2016-01-06 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,3500,1,w1,0,0,0,34615,Available,100%,100,Above Trend,w1,0,2016-01-08 00:00:00,Contract,-1,31115,0,0,11943842,2016-01-06 22:13:37,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-07,2016-01-07 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,3500,1,w1,0,0,0,34615,Available,100%,100,Above Trend,w1,0,2016-01-08 00:00:00,Contract,-1,31115,0,0,12103932,2016-01-07 22:09:35,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-08,2016-01-08 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w2,0,0,0,34615,Available,100%,100,Below Trend,w2,0,2016-01-15 00:00:00,Contract,-1,34615,0,0,12254545,2016-01-08 22:09:03,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-09,2016-01-09 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w2,0,0,0,34615,Available,100%,100,Below Trend,w2,0,2016-01-15 00:00:00,Contract,-1,34615,0,0,12411033,2016-01-09 22:09:11,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-10,2016-01-10 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w2,0,0,0,34615,Available,100%,100,Below Trend,w2,0,2016-01-15 00:00:00,Contract,-1,34615,0,0,12566525,2016-01-10 23:48:19,Mansfield,0,0,1,0,3,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-11,2016-01-11 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,6600,1,w2,0,0,0,34615,Available,100%,100,Above Trend,w2,0,2016-01-15 00:00:00,Contract,-1,28015,0,0,12707151,2016-01-11 20:09:05,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-12,2016-01-12 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,6600,1,w2,0,0,0,34615,Available,100%,100,Above Trend,w2,0,2016-01-15 00:00:00,Contract,-1,28015,0,0,12860915,2016-01-12 22:07:58,Mansfield,0,0,1,0,3,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-13,2016-01-13 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,23600,1,w2,0,0,0,34615,Available,100%,100,Above Trend,w2,0,2016-01-15 00:00:00,Contract,-1,11015,0,0,12926468,2016-01-13 22:03:47,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-14,2016-01-14 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,23600,1,w2,0,0,0,34615,Available,100%,100,Above Trend,w2,0,2016-01-15 00:00:00,Contract,-1,11015,0,0,13016904,2016-01-14 22:04:43,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-15,2016-01-15 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,10501,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w3,0,2016-01-22 00:00:00,Contract,-1,24114,0,0,13074541,2016-01-15 23:23:55,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-16,2016-01-16 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,10501,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w3,0,2016-01-22 00:00:00,Contract,-1,24114,0,0,13259861,2016-01-16 22:10:16,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2016-01-17,2016-01-17 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,10501,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w3,0,2016-01-22 00:00:00,Contract,-1,24114,0,0,13420664,2016-01-17 22:08:49,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
