,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-08-01,2015-08-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,0,3,0,0,0,0,0,54801,1,w1,0,0,0,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,08/02 00:00:00 CDT,09/01 00:00:00 CDT,w1,0,2015-08-06 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,34650,716100,147324,-1,0,0,0,-1,0,0,0,-1,2570134,2570136,2570135,-1,2015-08-01 22:07:57,2015-08-01 22:07:57,2015-08-01 22:07:57,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,False,0,True,0,True,34650,716100,202125,-1,-1,-1,-1.0,0.0,0,161700.0,23100.0,716100.0,-1.0,1,1
2015-08-02,2015-08-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,0,3,0,0,0,0,0,54801,1,w1,0,0,0,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,08/03 00:00:00 CDT,09/01 00:00:00 CDT,w1,0,2015-08-06 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,34650,716100,147324,-1,0,0,0,-1,0,0,0,-1,2616351,2616353,2616352,-1,2015-08-02 22:05:53,2015-08-02 22:05:53,2015-08-02 22:05:53,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,False,0,True,0,True,34650,716100,202125,-1,-1,-1,-1.0,0.0,0,161700.0,23100.0,716100.0,-1.0,1,1
2015-08-03,2015-08-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,29400,3,29400,29400,29400,0,29400,84201,1,w1,29400,0,29400,-1,34650,716100,202125,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,Below Trend,-1,08/04 00:00:00 CDT,09/01 00:00:00 CDT,w1,0,2015-08-06 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,5250,686700,117924,-1,0,0,0,-1,0,0,0,-1,2671232,2671234,2671233,-1,2015-08-03 22:06:09,2015-08-03 22:06:09,2015-08-03 22:06:09,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,False,29400,True,29400,True,5250,686700,172725,-1,-1,-1,42.0,133.0,0,161700.0,23100.0,716100.0,42.0,1,1
2015-08-04,2015-08-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,24401,3,24401,22501,51901,0,51901,106702,1,w1,22501,0,53801,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,08/05 00:00:00 CDT,09/01 00:00:00 CDT,w1,0,2015-08-06 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,12149,664199,95423,-1,0,0,0,-1,0,0,0,-1,2726810,2726812,2726811,-1,2015-08-04 22:05:51,2015-08-04 22:05:51,2015-08-04 22:05:51,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,False,False,53801,True,53801,True,10249,664199,148324,-1,-1,-1,56.0,133.0,0,161700.0,23100.0,716100.0,58.0,0,0
2015-08-05,2015-08-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,24676,0,22501,22501,76302,0,76302,131103,1,w1,22501,0,78477,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,08/06 00:00:00 CDT,09/01 00:00:00 CDT,w1,0,2015-08-06 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,12149,639798,71022,-1,0,0,0,-1,0,0,0,-1,2787306,2787308,2787307,-1,2015-08-05 22:07:43,2015-08-05 22:07:43,2015-08-05 22:07:43,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,False,78477,True,78477,True,9974,639798,123648,-1,-1,-1,66.0,133.0,0,161700.0,23100.0,716100.0,68.0,1,0
2015-08-06,2015-08-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,30005,3,30005,30005,108482,0,108482,30005,1,w2,30005,0,30005,-1,34650,716100,202125,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,On Track,-1,08/07 00:00:00 CDT,09/01 00:00:00 CDT,w2,0,2015-08-13 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,4645,607618,172120,-1,0,0,0,-1,0,0,0,-1,2845468,2845470,2845469,-1,2015-08-06 22:06:13,2015-08-06 22:06:13,2015-08-06 22:06:13,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,30005,True,108482,True,4645,607618,172120,-1,-1,-1,78.0,133.0,0,161700.0,23100.0,716100.0,78.0,0,1
2015-08-07,2015-08-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,29350,3,29350,26500,134982,0,134982,56505,1,w2,26500,0,59355,-1,34650,716100,202125,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,On Track,-1,08/08 00:00:00 CDT,09/01 00:00:00 CDT,w2,0,2015-08-13 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,8150,581118,145620,-1,0,0,0,-1,0,0,0,-1,2898737,2898739,2898738,-1,2015-08-07 22:05:46,2015-08-07 22:05:46,2015-08-07 22:05:46,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,False,True,59355,True,137832,True,5300,581118,142770,-1,-1,-1,83.0,133.0,0,161700.0,23100.0,716100.0,85.0,0,0
2015-08-08,2015-08-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,0,3,0,0,137832,0,137832,59355,1,w2,0,0,59355,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,08/09 00:00:00 CDT,09/01 00:00:00 CDT,w2,0,2015-08-13 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,34650,578268,142770,-1,0,0,0,-1,0,0,0,-1,2954698,2954700,2954699,-1,2015-08-08 22:05:41,2015-08-08 22:05:41,2015-08-08 22:05:41,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,59355,True,137832,True,34650,578268,142770,-1,-1,-1,75.0,0.0,0,161700.0,23100.0,716100.0,75.0,0,1
2015-08-09,2015-08-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,0,3,0,0,137832,0,137832,59355,1,w2,0,0,59355,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,08/10 00:00:00 CDT,09/01 00:00:00 CDT,w2,0,2015-08-13 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,34650,578268,142770,-1,0,0,0,-1,0,0,0,-1,3006694,3006696,3006695,-1,2015-08-09 22:06:56,2015-08-09 22:06:56,2015-08-09 22:06:56,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,59355,True,137832,True,34650,578268,142770,-1,-1,-1,66.0,0.0,0,161700.0,23100.0,716100.0,66.0,0,1
2015-08-10,2015-08-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,22501,3,22501,22501,160333,0,160333,81856,1,w2,22501,0,81856,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,08/11 00:00:00 CDT,09/01 00:00:00 CDT,w2,0,2015-08-13 00:00:00,-1,Contract,Contract,Contract,-1,40467,-1,716100,-1,-1,-1,12149,555767,120269,-1,0,0,0,-1,0,0,0,-1,3067887,3067889,3067888,-1,2015-08-10 22:08:41,2015-08-10 22:08:41,2015-08-10 22:08:41,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,81856,True,160333,True,12149,555767,120269,-1,-1,-1,69.0,0.0,0,161700.0,23100.0,716100.0,69.0,0,1
