,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-10-01,2015-10-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,7600,0,7600,7600,7600,0,7600,7600,1,w1,7600,0,7600,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/02 00:00:00 MST,11/01 00:00:00 MST,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,14828,440960,97064,-1,0,0,0,-1,0,0,0,-1,5862459,5862461,5862460,-1,2015-10-01 22:11:12,2015-10-01 22:11:12,2015-10-01 22:11:12,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,7600,True,0,0,14828,440960,97064,-1,-1,-1,53.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
2015-10-02,2015-10-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,7502,0,7502,7502,15102,0,15102,15102,1,w1,7502,0,15102,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/03 00:00:00 MST,11/01 00:00:00 MST,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,14926,433458,89562,-1,0,0,0,-1,0,0,0,-1,5914954,5914956,5914955,-1,2015-10-02 22:10:32,2015-10-02 22:10:32,2015-10-02 22:10:32,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,15102,True,0,0,14926,433458,89562,-1,-1,-1,52.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
2015-10-03,2015-10-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,0,0,0,0,15102,0,15102,15102,1,w1,0,0,15102,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/04 00:00:00 MST,11/01 00:00:00 MST,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,22428,433458,89562,-1,0,0,0,-1,0,0,0,-1,5961658,5961660,5961659,-1,2015-10-03 22:10:17,2015-10-03 22:10:17,2015-10-03 22:10:17,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,15102,True,0,0,22428,433458,89562,-1,-1,-1,35.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
2015-10-04,2015-10-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,0,0,0,0,15102,0,15102,15102,1,w1,0,0,15102,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/05 00:00:00 MST,11/01 00:00:00 MST,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,22428,433458,89562,-1,0,0,0,-1,0,0,0,-1,6008123,6008125,6008124,-1,2015-10-04 22:10:27,2015-10-04 22:10:27,2015-10-04 22:10:27,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,15102,True,0,0,22428,433458,89562,-1,-1,-1,26.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
2015-10-05,2015-10-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,14804,0,14804,14804,29906,0,29906,29906,1,w1,14804,0,29906,-1,22428,448560,104664,-1,Limited,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/06 00:00:00 MST,11/01 00:00:00 MST,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,7624,418654,74758,-1,0,0,0,-1,0,0,0,-1,6062497,6062499,6062498,-1,2015-10-05 22:10:38,2015-10-05 22:10:38,2015-10-05 22:10:38,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,29906,True,0,0,7624,418654,74758,-1,-1,-1,41.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
2015-10-06,2015-10-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,7602,0,7602,7602,37508,0,37508,37508,1,w1,7602,0,37508,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/07 00:00:00 MST,11/01 00:00:00 MST,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,14826,411052,67156,-1,0,0,0,-1,0,0,0,-1,6119257,6119259,6119258,-1,2015-10-06 22:10:29,2015-10-06 22:10:29,2015-10-06 22:10:29,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,37508,True,0,0,14826,411052,67156,-1,-1,-1,43.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
2015-10-07,2015-10-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,14901,0,14901,14901,52409,0,52409,52409,1,w1,14901,0,52409,-1,22428,448560,104664,-1,Limited,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/08 00:00:00 MST,11/01 00:00:00 MST,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,7527,396151,52255,-1,0,0,0,-1,0,0,0,-1,6169275,6169277,6169276,-1,2015-10-07 22:11:03,2015-10-07 22:11:03,2015-10-07 22:11:03,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,52409,True,0,0,7527,396151,52255,-1,-1,-1,52.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
2015-10-08,2015-10-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,0,3,0,0,52409,0,52409,0,1,w2,0,0,0,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/09 00:00:00 MST,11/01 00:00:00 MST,w2,0,2015-10-15 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,22428,396151,104664,-1,0,0,0,-1,0,0,0,-1,6222418,6222420,6222419,-1,2015-10-08 22:10:43,2015-10-08 22:10:43,2015-10-08 22:10:43,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,0,0,0,0,22428,396151,104664,-1,-1,-1,45.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
2015-10-09,2015-10-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,14797,3,14797,14797,67206,0,67206,14797,1,w2,14797,0,14797,-1,22428,448560,104664,-1,Limited,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/10 00:00:00 MST,11/01 00:00:00 MST,w2,0,2015-10-15 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,7631,381354,89867,-1,0,0,0,-1,0,0,0,-1,6273773,6273775,6273774,-1,2015-10-09 22:11:08,2015-10-09 22:11:08,2015-10-09 22:11:08,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,0,0,0,0,7631,381354,89867,-1,-1,-1,52.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
2015-10-10,2015-10-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,7201,3,7201,7201,74407,0,74407,21998,1,w2,7201,0,21998,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,10/11 00:00:00 MST,11/01 00:00:00 MST,w2,0,2015-10-15 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,15227,374153,82666,-1,0,0,0,-1,0,0,0,-1,6320478,6320480,6320479,-1,2015-10-10 22:06:51,2015-10-10 22:06:51,2015-10-10 22:06:51,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,0,0,0,0,15227,374153,82666,-1,-1,-1,51.0,0.0,0,104664.0,14952.0,463512.0,-1,1,1
