,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-10-01,2015-10-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,48900,0,48900,48900,48900,0,48900,48900,1,w1,48900,0,48900,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Above Trend,On Track,-1,10/02 00:00:00 CDT,11/01 00:00:00 CDT,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,1500,992700,245100,-1,0,0,0,-1,0,0,0,-1,5863621,5863623,5863622,-1,2015-10-01 22:11:12,2015-10-01 22:11:12,2015-10-01 22:11:12,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,48900,True,48900,True,1500,992700,245100,-1,-1,-1,146.0,133.0,0,235200.0,33600.0,1041600.0,146.0,1,1
2015-10-02,2015-10-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,40275,0,40275,40275,89175,0,89175,89175,1,w1,40275,0,89175,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Above Trend,On Track,-1,10/03 00:00:00 CDT,11/01 00:00:00 CDT,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,10125,952425,204825,-1,0,0,0,-1,0,0,0,-1,5916116,5916118,5916117,-1,2015-10-02 22:10:32,2015-10-02 22:10:32,2015-10-02 22:10:32,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,89175,True,89175,True,10125,952425,204825,-1,-1,-1,133.0,133.0,0,235200.0,33600.0,1041600.0,133.0,1,1
2015-10-03,2015-10-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,0,0,0,89175,0,89175,89175,1,w1,0,0,89175,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,On Track,Below Trend,-1,10/04 00:00:00 CDT,11/01 00:00:00 CDT,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,952425,204825,-1,0,0,0,-1,0,0,0,-1,5962820,5962822,5962821,-1,2015-10-03 22:10:17,2015-10-03 22:10:17,2015-10-03 22:10:17,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,89175,True,89175,True,50400,952425,204825,-1,-1,-1,88.0,0.0,0,235200.0,33600.0,1041600.0,88.0,1,1
2015-10-04,2015-10-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,0,0,0,89175,0,89175,89175,1,w1,0,0,89175,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,10/05 00:00:00 CDT,11/01 00:00:00 CDT,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,952425,204825,-1,0,0,0,-1,0,0,0,-1,6009286,6009288,6009287,-1,2015-10-04 22:10:27,2015-10-04 22:10:27,2015-10-04 22:10:27,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,89175,True,89175,True,50400,952425,204825,-1,-1,-1,66.0,0.0,0,235200.0,33600.0,1041600.0,66.0,1,1
2015-10-05,2015-10-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,22500,0,22500,22500,111675,0,111675,111675,1,w1,22500,0,111675,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,10/06 00:00:00 CDT,11/01 00:00:00 CDT,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,27900,929925,182325,-1,0,0,0,-1,0,0,0,-1,6063660,6063662,6063661,-1,2015-10-05 22:10:38,2015-10-05 22:10:38,2015-10-05 22:10:38,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,111675,True,111675,True,27900,929925,182325,-1,-1,-1,66.0,0.0,0,235200.0,33600.0,1041600.0,66.0,1,1
2015-10-06,2015-10-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,43351,0,43351,43351,155026,0,155026,155026,1,w1,43351,0,155026,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,Below Trend,-1,10/07 00:00:00 CDT,11/01 00:00:00 CDT,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,7049,886574,138974,-1,0,0,0,-1,0,0,0,-1,6120419,6120421,6120420,-1,2015-10-06 22:10:29,2015-10-06 22:10:29,2015-10-06 22:10:29,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,155026,True,155026,True,7049,886574,138974,-1,-1,-1,77.0,133.0,0,235200.0,33600.0,1041600.0,77.0,1,1
2015-10-07,2015-10-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,37500,0,37500,37500,192526,0,192526,192526,1,w1,37500,0,192526,-1,50400,1041600,294000,-1,Limited,Available,Limited,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,10/08 00:00:00 CDT,11/01 00:00:00 CDT,w1,0,2015-10-08 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,12900,849074,101474,-1,0,0,0,-1,0,0,0,-1,6170436,6170438,6170437,-1,2015-10-07 22:11:03,2015-10-07 22:11:03,2015-10-07 22:11:03,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,192526,True,192526,True,12900,849074,101474,-1,-1,-1,82.0,133.0,0,235200.0,33600.0,1041600.0,82.0,1,1
2015-10-08,2015-10-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,15000,0,15000,15000,207526,0,207526,15000,1,w2,15000,0,15000,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,10/09 00:00:00 CDT,11/01 00:00:00 CDT,w2,0,2015-10-15 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,35400,834074,279000,-1,0,0,0,-1,0,0,0,-1,6223579,6223581,6223580,-1,2015-10-08 22:10:43,2015-10-08 22:10:43,2015-10-08 22:10:43,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,15000,True,207526,True,35400,834074,279000,-1,-1,-1,77.0,0.0,0,235200.0,33600.0,1041600.0,77.0,1,1
2015-10-09,2015-10-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,40000,0,40000,40000,247526,0,247526,55000,1,w2,40000,0,55000,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,Below Trend,-1,10/10 00:00:00 CDT,11/01 00:00:00 CDT,w2,0,2015-10-15 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,10400,794074,239000,-1,0,0,0,-1,0,0,0,-1,6274934,6274936,6274935,-1,2015-10-09 22:11:08,2015-10-09 22:11:08,2015-10-09 22:11:08,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,55000,True,247526,True,10400,794074,239000,-1,-1,-1,82.0,133.0,0,235200.0,33600.0,1041600.0,82.0,1,1
2015-10-10,2015-10-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,0,0,0,247526,0,247526,55000,1,w2,0,0,55000,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,10/11 00:00:00 CDT,11/01 00:00:00 CDT,w2,0,2015-10-15 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,794074,239000,-1,0,0,0,-1,0,0,0,-1,6321639,6321641,6321640,-1,2015-10-10 22:06:51,2015-10-10 22:06:51,2015-10-10 22:06:51,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,55000,True,247526,True,50400,794074,239000,-1,-1,-1,74.0,0.0,0,235200.0,33600.0,1041600.0,74.0,1,1
