,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-09-01,2015-09-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,32300,3,32300,30000,30000,0,30000,97000,1,w1,30000,0,32300,-1,34650,716100,202125,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Above Trend,Below Trend,-1,09/02 00:00:00 CDT,10/01 00:00:00 CDT,w1,0,2015-09-03 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,4650,686100,105125,-1,0,0,0,-1,0,0,0,-1,4255512,4255514,4255513,-1,2015-09-01 19:09:40,2015-09-01 19:09:40,2015-09-01 19:09:40,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,False,False,32300,True,32300,True,2350,686100,169825,-1,-1,-1,126.0,133.0,0,161700.0,23100.0,693000.0,135.0,0,0
2015-09-02,2015-09-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,34002,0,34002,34002,66302,0,66302,133302,1,w1,34002,0,66302,-1,34650,716100,202125,-1,Limited,Available,Limited,-1,150%,150,100%,100,125%,125,-1,On Track,Above Trend,Below Trend,-1,09/03 00:00:00 CDT,10/01 00:00:00 CDT,w1,0,2015-09-03 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,648,649798,68823,-1,0,0,0,-1,0,0,0,-1,4317160,4317162,4317161,-1,2015-09-02 19:11:40,2015-09-02 19:11:40,2015-09-02 19:11:40,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,False,False,66302,True,66302,True,648,649798,135823,-1,-1,-1,139.0,133.0,0,161700.0,23100.0,693000.0,139.0,1,1
2015-09-03,2015-09-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,25500,0,25500,25500,91802,0,91802,25500,1,w2,25500,0,25500,-1,34650,716100,202125,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Above Trend,On Track,-1,09/04 00:00:00 CDT,10/01 00:00:00 CDT,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,9150,624298,176625,-1,0,0,0,-1,0,0,0,-1,4376479,4376481,4376480,-1,2015-09-03 22:12:44,2015-09-03 22:12:44,2015-09-03 22:12:44,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,25500,True,91802,True,9150,624298,176625,-1,-1,-1,128.0,133.0,0,161700.0,23100.0,693000.0,128.0,1,1
2015-09-04,2015-09-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,7500,0,7500,7500,99302,0,99302,33000,1,w2,7500,0,33000,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,On Track,Below Trend,-1,09/05 00:00:00 CDT,10/01 00:00:00 CDT,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,27150,616798,169125,-1,0,0,0,-1,0,0,0,-1,4436529,4436531,4436530,-1,2015-09-04 22:09:06,2015-09-04 22:09:06,2015-09-04 22:09:06,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,33000,True,99302,True,27150,616798,169125,-1,-1,-1,104.0,0.0,0,161700.0,23100.0,693000.0,104.0,1,1
2015-09-05,2015-09-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,0,0,0,0,99302,0,99302,33000,1,w2,0,0,33000,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,On Track,Below Trend,-1,09/06 00:00:00 CDT,10/01 00:00:00 CDT,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,34650,616798,169125,-1,0,0,0,-1,0,0,0,-1,4489553,4489555,4489554,-1,2015-09-05 22:09:09,2015-09-05 22:09:09,2015-09-05 22:09:09,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,33000,True,99302,True,34650,616798,169125,-1,-1,-1,83.0,0.0,0,161700.0,23100.0,693000.0,83.0,1,1
2015-09-06,2015-09-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,0,0,0,0,99302,0,99302,33000,1,w2,0,0,33000,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,09/07 00:00:00 CDT,10/01 00:00:00 CDT,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,34650,616798,169125,-1,0,0,0,-1,0,0,0,-1,4542318,4542320,4542319,-1,2015-09-06 22:12:32,2015-09-06 22:12:32,2015-09-06 22:12:32,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,33000,True,99302,True,34650,616798,169125,-1,-1,-1,69.0,0.0,0,161700.0,23100.0,693000.0,69.0,1,1
2015-09-07,2015-09-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,0,0,0,0,99302,0,99302,33000,1,w2,0,0,33000,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,09/08 00:00:00 CDT,10/01 00:00:00 CDT,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,43100,-1,716100,-1,-1,-1,34650,616798,169125,-1,0,0,0,-1,0,0,0,-1,4583911,4583913,4583912,-1,2015-09-07 15:05:48,2015-09-07 15:05:48,2015-09-07 15:05:48,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,33000,True,99302,True,34650,616798,169125,-1,-1,-1,59.0,0.0,0,161700.0,23100.0,693000.0,59.0,1,1
2015-09-08,2015-09-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,43100,716100,161700,-1,1,44150,0,44150,44150,143452,0,143452,77150,1,w2,44150,0,77150,-1,64650,716100,202125,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,09/09 00:00:00 CDT,10/01 00:00:00 CDT,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,20500,572648,124975,-1,0,0,0,-1,0,0,0,-1,4657960,4657962,4657961,-1,2015-09-08 22:12:24,2015-09-08 22:12:24,2015-09-08 22:12:24,-1,Mansfield,Mansfield,Mansfield,43100,716100,161700,64650,716100,202125,True,True,77150,True,143452,True,20500,572648,124975,-1,-1,-1,75.0,133.0,0,161700.0,23100.0,693000.0,75.0,1,1
2015-09-09,2015-09-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,37501,0,37501,37501,180953,0,180953,114651,1,w2,37501,0,114651,-1,34650,716100,202125,-1,Out,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,On Track,Below Trend,-1,09/10 00:00:00 CDT,10/01 00:00:00 CDT,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,23100,-1,716100,-1,-1,-1,-2851,535147,87474,-1,0,0,0,-1,0,0,0,-1,4717879,4717881,4717880,-1,2015-09-09 22:11:17,2015-09-09 22:11:17,2015-09-09 22:11:17,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,114651,True,180953,True,-2851,535147,87474,-1,-1,-1,84.0,133.0,0,161700.0,23100.0,693000.0,84.0,1,1
2015-09-10,2015-09-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,23100,716100,161700,-1,1,15009,0,15009,15009,195962,0,195962,15009,1,w3,15009,0,15009,-1,34650,716100,202125,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,09/11 00:00:00 CDT,10/01 00:00:00 CDT,w3,0,2015-09-17 00:00:00,-1,Contract,Contract,Contract,-1,50100,-1,716100,-1,-1,-1,19641,520138,187116,-1,0,0,0,-1,0,0,0,-1,4772693,4772695,4772694,-1,2015-09-10 22:12:26,2015-09-10 22:12:26,2015-09-10 22:12:26,-1,Mansfield,Mansfield,Mansfield,23100,716100,161700,34650,716100,202125,True,True,15009,True,195962,True,19641,520138,187116,-1,-1,-1,82.0,0.0,0,161700.0,23100.0,693000.0,82.0,1,1
