,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-09-01,2015-09-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,14503,3,14503,14503,14503,0,14503,66307,1,w1,14503,0,14503,-1,14952,448560,104664,-1,Limited,Available,Available,-1,100%,100,100%,100,100%,100,-1,On Track,Above Trend,Below Trend,-1,09/02 00:00:00 MST,10/01 00:00:00 MST,w1,0,2015-09-03 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,449,434057,38357,-1,0,0,0,-1,0,0,0,-1,4254311,4254313,4254312,-1,2015-09-01 19:09:40,2015-09-01 19:09:40,2015-09-01 19:09:40,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,14952,448560,104664,False,False,14503,True,14503,True,449,434057,90161,-1,-1,-1,97.0,0.0,0,104664.0,14952.0,448560.0,97.0,1,1
2015-09-02,2015-09-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,14699,0,14699,14699,29202,0,29202,81006,1,w1,14699,0,29202,-1,14952,448560,104664,-1,Limited,Available,Limited,-1,100%,100,100%,100,100%,100,-1,On Track,Above Trend,Below Trend,-1,09/03 00:00:00 MST,10/01 00:00:00 MST,w1,0,2015-09-03 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,253,419358,23658,-1,0,0,0,-1,0,0,0,-1,4315959,4315961,4315960,-1,2015-09-02 19:11:40,2015-09-02 19:11:40,2015-09-02 19:11:40,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,14952,448560,104664,False,False,29202,True,29202,True,253,419358,75462,-1,-1,-1,98.0,0.0,0,104664.0,14952.0,448560.0,98.0,1,1
2015-09-03,2015-09-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,0,0,0,0,29202,0,29202,0,1,w2,0,0,0,-1,14952,448560,104664,-1,Available,Available,Available,-1,100%,100,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,09/04 00:00:00 MST,10/01 00:00:00 MST,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,14952,419358,104664,-1,0,0,0,-1,0,0,0,-1,4375270,4375272,4375271,-1,2015-09-03 22:12:44,2015-09-03 22:12:44,2015-09-03 22:12:44,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,14952,448560,104664,True,True,0,True,29202,True,14952,419358,104664,-1,-1,-1,65.0,0.0,0,104664.0,14952.0,448560.0,65.0,1,1
2015-09-04,2015-09-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,7599,0,7599,7599,36801,0,36801,7599,1,w2,7599,0,7599,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,09/05 00:00:00 MST,10/01 00:00:00 MST,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,14829,411759,97065,-1,0,0,0,-1,0,0,0,-1,4435318,4435320,4435319,-1,2015-09-04 22:09:06,2015-09-04 22:09:06,2015-09-04 22:09:06,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,7599,True,36801,True,14829,411759,97065,-1,-1,-1,62.0,0.0,0,104664.0,14952.0,448560.0,62.0,1,1
2015-09-05,2015-09-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,7305,0,7305,7305,44106,0,44106,14904,1,w2,7305,0,14904,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,09/06 00:00:00 MST,10/01 00:00:00 MST,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,15123,404454,89760,-1,0,0,0,-1,0,0,0,-1,4488342,4488344,4488343,-1,2015-09-05 22:09:09,2015-09-05 22:09:09,2015-09-05 22:09:09,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,14904,True,44106,True,15123,404454,89760,-1,-1,-1,59.0,0.0,0,104664.0,14952.0,448560.0,59.0,1,1
2015-09-06,2015-09-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,0,0,0,0,44106,0,44106,14904,1,w2,0,0,14904,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,09/07 00:00:00 MST,10/01 00:00:00 MST,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,22428,404454,89760,-1,0,0,0,-1,0,0,0,-1,4541107,4541109,4541108,-1,2015-09-06 22:12:32,2015-09-06 22:12:32,2015-09-06 22:12:32,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,14904,True,44106,True,22428,404454,89760,-1,-1,-1,49.0,0.0,0,104664.0,14952.0,448560.0,49.0,1,1
2015-09-07,2015-09-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,7501,0,7501,7501,51607,0,51607,22405,1,w2,7501,0,22405,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,09/08 00:00:00 MST,10/01 00:00:00 MST,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,14927,396953,82259,-1,0,0,0,-1,0,0,0,-1,4582700,4582702,4582701,-1,2015-09-07 15:05:48,2015-09-07 15:05:48,2015-09-07 15:05:48,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,22405,True,51607,True,14927,396953,82259,-1,-1,-1,49.0,0.0,0,104664.0,14952.0,448560.0,49.0,1,1
2015-09-08,2015-09-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,22199,0,22199,22199,73806,0,73806,44604,1,w2,22199,0,44604,-1,22428,448560,104664,-1,Limited,Available,Available,-1,150%,150,100%,100,100%,100,-1,On Track,Below Trend,Below Trend,-1,09/09 00:00:00 MST,10/01 00:00:00 MST,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,229,374754,60060,-1,0,0,0,-1,0,0,0,-1,4656743,4656745,4656744,-1,2015-09-08 22:12:24,2015-09-08 22:12:24,2015-09-08 22:12:24,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,44604,True,73806,True,229,374754,60060,-1,-1,-1,62.0,133.0,0,104664.0,14952.0,448560.0,62.0,1,1
2015-09-09,2015-09-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,29801,0,29801,29801,103607,0,103607,74405,1,w2,29801,0,74405,-1,22428,448560,104664,-1,Out,Available,Limited,-1,150%,150,100%,100,100%,100,-1,Above Trend,Below Trend,Below Trend,-1,09/10 00:00:00 MST,10/01 00:00:00 MST,w2,0,2015-09-10 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,-7373,344953,30259,-1,0,0,0,-1,0,0,0,-1,4716668,4716670,4716669,-1,2015-09-09 22:11:17,2015-09-09 22:11:17,2015-09-09 22:11:17,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,74405,True,103607,True,-7373,344953,30259,-1,-1,-1,77.0,133.0,0,104664.0,14952.0,448560.0,77.0,1,1
2015-09-10,2015-09-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,14952,448560,104664,-1,1,7503,3,7503,7503,111110,0,111110,7503,1,w3,7503,0,7503,-1,22428,448560,104664,-1,Available,Available,Available,-1,150%,150,100%,100,100%,100,-1,Below Trend,Below Trend,Below Trend,-1,09/11 00:00:00 MST,10/01 00:00:00 MST,w3,0,2015-09-17 00:00:00,-1,Contract,Contract,Contract,-1,14952,-1,448560,-1,-1,-1,14925,337450,97161,-1,0,0,0,-1,0,0,0,-1,4771480,4771482,4771481,-1,2015-09-10 22:12:26,2015-09-10 22:12:26,2015-09-10 22:12:26,-1,Mansfield,Mansfield,Mansfield,14952,448560,104664,22428,448560,104664,True,True,7503,True,111110,True,14925,337450,97161,-1,-1,-1,74.0,0.0,0,104664.0,14952.0,448560.0,74.0,1,1
