,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Weekly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Weekly,en_allocation_status_Weekly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Weekly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_Weekly,next_refresh_base_gallons_Weekly,remaining_gallons_Weekly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Weekly,staging_id_Weekly,execution_date_Weekly,customer_name_Weekly,base_gallons_Daily,base_gallons_Monthly,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,beginning_gallons_Daily,beginning_gallons_Monthly,en_allocation_status_Daily,en_allocation_status_Monthly,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,alerts_ratability_Daily,alerts_ratability_Monthly,next_refresh_date_Daily,next_refresh_date_Monthly,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,remaining_gallons_Daily,remaining_gallons_Monthly,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,execution_date_Daily,execution_date_Monthly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-08-01,2015-08-01 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,25502,1,w1,0,0,0,143077,Available,100%,100,Above Trend,w1,0,2015-08-07 00:00:00,Contract,-1,117575,0,0,2567843,2015-08-01 22:02:52,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,1,1
2015-08-02,2015-08-02 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,25502,1,w1,0,0,0,143077,Available,100%,100,Above Trend,w1,0,2015-08-07 00:00:00,Contract,-1,117575,0,0,2613581,2015-08-02 22:02:53,Mansfield,0,0,1,0,3,31802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-08-03,2015-08-03 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,57304,1,w1,0,0,0,143077,Available,100%,100,Above Trend,w1,0,2015-08-07 00:00:00,Contract,-1,85773,0,0,2668715,2015-08-03 22:03:09,Mansfield,0,0,1,0,3,22006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-08-04,2015-08-04 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,79310,1,w1,0,0,0,143077,Available,100%,100,Above Trend,w1,0,2015-08-07 00:00:00,Contract,-1,63767,0,0,2724040,2015-08-04 22:02:56,Mansfield,0,0,1,0,3,19502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-08-05,2015-08-05 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,98812,1,w1,0,0,0,143077,Available,100%,100,Above Trend,w1,0,2015-08-07 00:00:00,Contract,-1,44265,0,0,2782622,2015-08-05 19:03:09,Mansfield,0,0,1,0,3,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-08-06,2015-08-06 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,106322,1,w1,0,0,0,143077,Available,100%,100,Above Trend,w1,0,2015-08-07 00:00:00,Contract,-1,36755,0,0,2842893,2015-08-06 22:03:00,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-08-07,2015-08-07 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,19502,1,w2,0,0,0,143077,Available,100%,100,Above Trend,w2,0,2015-08-14 00:00:00,Contract,-1,123575,0,0,2896235,2015-08-07 22:02:51,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-08-08,2015-08-08 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,19502,1,w2,0,0,0,143077,Available,100%,100,Above Trend,w2,0,2015-08-14 00:00:00,Contract,-1,123575,0,0,2952069,2015-08-08 22:02:46,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-08-09,2015-08-09 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,19502,1,w2,0,0,0,143077,Available,100%,100,Above Trend,w2,0,2015-08-14 00:00:00,Contract,-1,123575,0,0,3004192,2015-08-09 22:03:51,Mansfield,0,0,1,0,3,22001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-08-10,2015-08-10 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,41503,1,w2,0,0,0,143077,Available,100%,100,Above Trend,w2,0,2015-08-14 00:00:00,Contract,-1,101574,0,0,3065322,2015-08-10 22:03:50,Mansfield,0,0,1,0,3,33989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
