,supplier_name,en_account_type,alerts_ratability,en_allocation_status,percentage_allocation,account_type,base_gallons,beginning_gallons,supplier_terminal_name,lifted_gallons,remaining_gallons,additional_gallons_allowed,additional_gallons_remaining,next_refresh_date,next_refresh_base_gallons,product_name,period,batchno,execution_date,staging_id,customer_name,date
0,P66,Contract,105%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,420000,ALBUQUERQUE NM PSX - 030A,171885,248115,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-13 13:23:08,126966,Mansfield,2015-05-13
1,P66,Contract,0%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,94839,ALBUQUERQUE NM PSX - 030A,0,94839,,,05/20 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-13 13:23:08,126965,Mansfield,2015-05-13
2,P66,Contract,98%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,420000,ALBUQUERQUE NM PSX - 030A,171885,248115,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-14 10:59:23,129935,Mansfield,2015-05-14
3,P66,Contract,0%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,94839,ALBUQUERQUE NM PSX - 030A,0,94839,,,05/20 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-14 10:59:23,129934,Mansfield,2015-05-14
4,P66,Contract,105%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,420000,ALBUQUERQUE NM PSX - 030A,198989,221011,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-15 12:39:46,135472,Mansfield,2015-05-15
5,P66,Contract,98%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,94839,ALBUQUERQUE NM PSX - 030A,27104,67735,,,05/20 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-15 12:39:46,135471,Mansfield,2015-05-15
6,P66,Contract,102%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,420000,ALBUQUERQUE NM PSX - 030A,206097,213903,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-16 10:08:17,138953,Mansfield,2015-05-16
7,P66,Contract,86%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,94839,ALBUQUERQUE NM PSX - 030A,34212,60627,,,05/20 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-16 10:08:17,138952,Mansfield,2015-05-16
8,P66,Contract,92%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,420000,ALBUQUERQUE NM PSX - 030A,213197,206803,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,2,2015-05-18 12:20:11,144715,Mansfield,2015-05-18
9,P66,Contract,61%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,94839,ALBUQUERQUE NM PSX - 030A,41312,53527,,,05/20 00:00:00 MDT,,DISTILLATES,Weekly,2,2015-05-18 12:20:11,144714,Mansfield,2015-05-18
10,P66,Contract,89%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,420000,ALBUQUERQUE NM PSX - 030A,218692,201308,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-19 04:42:09,145607,Mansfield,2015-05-19
11,P66,Contract,56%,Available,100%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,94839,ALBUQUERQUE NM PSX - 030A,46807,48032,,,05/20 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-19 04:42:09,145606,Mansfield,2015-05-19
12,P66,Contract,87%,Available,110%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,462000,ALBUQUERQUE NM PSX - 030A,226191,235809,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-20 08:51:24,157490,Mansfield,2015-05-20
13,P66,Contract,0%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,118549,ALBUQUERQUE NM PSX - 030A,0,118549,,,05/27 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-20 08:51:24,157489,Mansfield,2015-05-20
14,P66,Contract,86%,Available,110%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,462000,ALBUQUERQUE NM PSX - 030A,234796,227204,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-21 08:02:57,162458,Mansfield,2015-05-21
15,P66,Contract,51%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,118549,ALBUQUERQUE NM PSX - 030A,8605,109944,,,05/27 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-21 08:02:57,162457,Mansfield,2015-05-21
16,P66,Contract,94%,Available,110%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,462000,ALBUQUERQUE NM PSX - 030A,266035,195965,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-22 00:49:08,164853,Mansfield,2015-05-22
17,P66,Contract,151%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,118549,ALBUQUERQUE NM PSX - 030A,39844,78705,,,05/27 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-22 00:49:08,164852,Mansfield,2015-05-22
18,P66,Contract,95%,Available,110%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,462000,ALBUQUERQUE NM PSX - 030A,286215,175785,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-23 06:04:10,173481,Mansfield,2015-05-23
19,P66,Contract,140%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,118549,ALBUQUERQUE NM PSX - 030A,60024,58525,,,05/27 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-23 06:04:10,173480,Mansfield,2015-05-23
20,P66,Contract,87%,Available,110%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,462000,ALBUQUERQUE NM PSX - 030A,286215,175785,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-25 06:33:37,178704,Mansfield,2015-05-25
21,P66,Contract,85%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,118549,ALBUQUERQUE NM PSX - 030A,60024,58525,,,05/27 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-25 06:33:37,178703,Mansfield,2015-05-25
22,P66,Contract,83%,Available,110%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,462000,ALBUQUERQUE NM PSX - 030A,293822,168178,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-27 07:43:01,183974,Mansfield,2015-05-27
23,P66,Contract,0%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,118549,ALBUQUERQUE NM PSX - 030A,0,118549,,,06/03 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-27 07:43:01,183973,Mansfield,2015-05-27
24,P66,Contract,81%,Available,110%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,462000,ALBUQUERQUE NM PSX - 030A,308530,153470,,,06/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-05-29 01:00:42,189912,Mansfield,2015-05-29
25,P66,Contract,55%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,94839,118549,ALBUQUERQUE NM PSX - 030A,14708,103841,,,06/03 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-05-29 01:00:42,189911,Mansfield,2015-05-29
26,P66,Contract,0%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,0,525000,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-06-01 05:56:01,192271,Mansfield,2015-06-01
27,P66,Contract,28%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,20216,126784,,,06/03 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-06-01 05:56:01,192270,Mansfield,2015-06-01
28,P66,Contract,53%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,7500,517500,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-06-02 02:08:54,197961,Mansfield,2015-06-02
29,P66,Contract,33%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,27716,119284,,,06/03 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-06-02 02:08:54,197960,Mansfield,2015-06-02
30,P66,Contract,27%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,7500,517500,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-06-03 01:50:26,204996,Mansfield,2015-06-03
31,P66,Contract,28%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,27716,119284,,,06/03 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-06-03 01:50:26,204995,Mansfield,2015-06-03
32,P66,Contract,51%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,22504,502496,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-06-04 06:13:28,209800,Mansfield,2015-06-04
33,P66,Contract,91%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,15004,131996,,,06/10 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-06-04 06:13:28,209799,Mansfield,2015-06-04
34,P66,Contract,54%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,30004,494996,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-06-05 00:47:50,215231,Mansfield,2015-06-05
35,P66,Contract,82%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,22504,124496,,,06/10 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-06-05 00:47:50,215230,Mansfield,2015-06-05
36,P66,Contract,48%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,49943,475057,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,2,2015-06-08 12:50:23,225167,Mansfield,2015-06-08
37,P66,Contract,56%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,42443,104557,,,06/10 00:00:00 MDT,,DISTILLATES,Weekly,2,2015-06-08 12:50:23,225166,Mansfield,2015-06-08
38,P66,Contract,45%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,49943,475057,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,1,2015-06-09 01:10:43,230606,Mansfield,2015-06-09
39,P66,Contract,51%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,42443,104557,,,06/10 00:00:00 MDT,,DISTILLATES,Weekly,1,2015-06-09 01:10:43,230605,Mansfield,2015-06-09
40,P66,Contract,52%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,69918,455082,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,3,2015-06-10 16:29:03,243353,Mansfield,2015-06-10
41,P66,Contract,89%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,7526,139474,,,06/17 00:00:00 MDT,,DISTILLATES,Weekly,3,2015-06-10 16:29:03,243352,Mansfield,2015-06-10
42,P66,Contract,56%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,82431,442569,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,4,2015-06-11 14:50:21,266142,Mansfield,2015-06-11
43,P66,Contract,93%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,20039,126961,,,06/17 00:00:00 MDT,,DISTILLATES,Weekly,4,2015-06-11 14:50:21,266141,Mansfield,2015-06-11
44,P66,Contract,60%,Available,125%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,420000,525000,ALBUQUERQUE NM PSX - 030A,97530,427470,,,07/01 00:00:00 MDT,,DISTILLATES,Monthly,3,2015-06-12 14:27:01,281031,Mansfield,2015-06-12
45,P66,Contract,99%,Available,150%,MANSFIELD OIL CO OF GAINESVILL-10003000UB,98000,147000,ALBUQUERQUE NM PSX - 030A,35138,111862,,,06/17 00:00:00 MDT,,DISTILLATES,Weekly,3,2015-06-12 14:27:01,281030,Mansfield,2015-06-12
