,supplier_name,en_account_type,alerts_ratability,en_allocation_status,percentage_allocation,account_type,base_gallons,beginning_gallons,supplier_terminal_name,lifted_gallons,remaining_gallons,additional_gallons_allowed,additional_gallons_remaining,next_refresh_date,next_refresh_base_gallons,product_name,period,batchno,execution_date,staging_id,customer_name,date
0,Valero,Contract,Below Trend,Available,150%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,14952,22428,CalJet - Phoenix (B285),7201,15227,0,0,11/02 00:00:00 MST,,DSL - LSD/ULSD,Daily,4,2015-11-01 22:11:52,7364704,Mansfield,2015-11-01
1,Valero,Contract,Below Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,448560,448560,CalJet - Phoenix (B285),7201,441359,0,0,12/01 00:00:00 MST,,DSL - LSD/ULSD,Monthly,4,2015-11-01 22:11:52,7364706,Mansfield,2015-11-01
2,Valero,Contract,Below Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,104664,104664,CalJet - Phoenix (B285),37100,67564,0,0,11/05 00:00:00 MST,,DSL - LSD/ULSD,Weekly,4,2015-11-01 22:11:52,7364705,Mansfield,2015-11-01
3,Valero,Contract,On Track,Out,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,20000,20000,CalJet - Phoenix (B285),22602,-2602,0,0,11/03 00:00:00 MST,,DSL - LSD/ULSD,Daily,8,2015-11-02 22:10:58,7414327,Mansfield,2015-11-02
4,Valero,Contract,On Track,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,448560,448560,CalJet - Phoenix (B285),29803,418757,0,0,12/01 00:00:00 MST,,DSL - LSD/ULSD,Monthly,8,2015-11-02 22:10:58,7414329,Mansfield,2015-11-02
5,Valero,Contract,Below Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,104664,104664,CalJet - Phoenix (B285),59702,44962,0,0,11/05 00:00:00 MST,,DSL - LSD/ULSD,Weekly,8,2015-11-02 22:10:58,7414328,Mansfield,2015-11-02
6,Valero,Contract,On Track,Out,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,14952,14952,CalJet - Phoenix (B285),14999,-47,0,0,11/04 00:00:00 MST,,DSL - LSD/ULSD,Daily,11,2015-11-03 22:08:54,7475669,Mansfield,2015-11-03
7,Valero,Contract,On Track,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,448560,448560,CalJet - Phoenix (B285),44802,403758,0,0,12/01 00:00:00 MST,,DSL - LSD/ULSD,Monthly,11,2015-11-03 22:08:54,7475671,Mansfield,2015-11-03
8,Valero,Contract,On Track,Limited,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,104664,104664,CalJet - Phoenix (B285),74701,29963,0,0,11/05 00:00:00 MST,,DSL - LSD/ULSD,Weekly,11,2015-11-03 22:08:54,7475670,Mansfield,2015-11-03
9,Valero,Contract,Above Trend,Out,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,14952,14952,CalJet - Phoenix (B285),22399,-7447,0,0,11/05 00:00:00 MST,,DSL - LSD/ULSD,Daily,38,2015-11-04 23:41:15,7699608,Mansfield,2015-11-04
10,Valero,Contract,Above Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,448560,448560,CalJet - Phoenix (B285),67201,381359,0,0,12/01 00:00:00 MST,,DSL - LSD/ULSD,Monthly,38,2015-11-04 23:41:15,7699610,Mansfield,2015-11-04
11,Valero,Contract,On Track,Limited,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,104664,104664,CalJet - Phoenix (B285),97100,7564,0,0,11/05 00:00:00 MST,,DSL - LSD/ULSD,Weekly,38,2015-11-04 23:41:15,7699609,Mansfield,2015-11-04
12,Valero,Contract,Above Trend,Out,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,14952,14952,CalJet - Phoenix (B285),22107,-7155,0,0,11/06 00:00:00 MST,,DSL - LSD/ULSD,Daily,25,2015-11-05 22:09:22,7837281,Mansfield,2015-11-05
13,Valero,Contract,Above Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,448560,448560,CalJet - Phoenix (B285),89308,359252,0,0,12/01 00:00:00 MST,,DSL - LSD/ULSD,Monthly,25,2015-11-05 22:09:22,7837283,Mansfield,2015-11-05
14,Valero,Contract,Above Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,104664,104664,CalJet - Phoenix (B285),22107,82557,0,0,11/12 00:00:00 MST,,DSL - LSD/ULSD,Weekly,25,2015-11-05 22:09:22,7837282,Mansfield,2015-11-05
15,Valero,Contract,Below Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,14952,14952,CalJet - Phoenix (B285),0,14952,0,0,11/07 00:00:00 MST,,DSL - LSD/ULSD,Daily,10,2015-11-06 22:11:11,7885556,Mansfield,2015-11-06
16,Valero,Contract,On Track,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,448560,448560,CalJet - Phoenix (B285),89308,359252,0,0,12/01 00:00:00 MST,,DSL - LSD/ULSD,Monthly,10,2015-11-06 22:11:11,7885558,Mansfield,2015-11-06
17,Valero,Contract,Below Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,104664,104664,CalJet - Phoenix (B285),22107,82557,0,0,11/12 00:00:00 MST,,DSL - LSD/ULSD,Weekly,10,2015-11-06 22:11:11,7885557,Mansfield,2015-11-06
18,Valero,Contract,Below Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,14952,14952,CalJet - Phoenix (B285),0,14952,0,0,11/08 00:00:00 MST,,DSL - LSD/ULSD,Daily,7,2015-11-07 22:11:51,7929117,Mansfield,2015-11-07
19,Valero,Contract,On Track,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,448560,448560,CalJet - Phoenix (B285),89308,359252,0,0,12/01 00:00:00 MST,,DSL - LSD/ULSD,Monthly,7,2015-11-07 22:11:51,7929119,Mansfield,2015-11-07
20,Valero,Contract,Below Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,104664,104664,CalJet - Phoenix (B285),22107,82557,0,0,11/12 00:00:00 MST,,DSL - LSD/ULSD,Weekly,7,2015-11-07 22:11:51,7929118,Mansfield,2015-11-07
21,Valero,Contract,Below Trend,Available,100%,MANSFIELD OIL CO O-120032-W/S - UNB Contract,14952,14952,CalJet - Phoenix (B285),0,14952,0,0,11/09 00:00:00 MST,,DSL - LSD/ULSD,Daily,8,2015-11-08 22:09:53,7977278,Mansfield,2015-11-08
