,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-12-01,2015-12-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,104664,-1,1,14802,3,14802,-1,14802,0,14802,44017,1,w1,-1,0,14802,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,On Track,Below Trend,-1,-1,01/01 00:00:00 EST,w2,0,2015-12-03 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,433758,60647,-1,-1,0,0,-1,-1,0,0,-1,-1,9239617,9239616,-1,2015-12-01 00:00:00,2015-12-01 22:07:21,2015-12-01 22:07:21,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,True,False,0,0,0,0,-1,433758,89862,-1,-1,-1,102.0,-1,0,104664.0,14952.0,463512.0,-1,1,1
2015-12-02,2015-12-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,44907,0,44907,74122,0,w1,-1,0,74122,-1,-1,448560,104664,-1,-1,Available,Limited,-1,-1,100,100%,100,100%,100,-1,-1,Above Trend,Below Trend,-1,-1,01/01 00:00:00 EST,w2,0,2015-12-03 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,403653,30542,-1,-1,0,0,-1,-1,0,0,-1,-1,9293749,9293748,-1,2015-12-02 00:00:00,2015-12-02 22:10:41,2015-12-02 22:10:41,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,403653,30542,-1,-1,-1,155.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2015-12-03,2015-12-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,104664,-1,3,29906,1,29906,-1,74813,0,74813,29906,0,w2,-1,0,29906,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,Above Trend,Above Trend,-1,-1,01/01 00:00:00 EST,w3,0,2015-12-10 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,373747,74758,-1,-1,0,0,-1,-1,0,0,-1,-1,9347030,9347029,-1,2015-12-03 00:00:00,2015-12-03 22:11:09,2015-12-03 22:11:09,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,True,True,0,0,0,0,-1,373747,74758,-1,-1,-1,172.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2015-12-04,2015-12-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,97316,0,97316,52409,0,w2,-1,0,52409,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,Above Trend,Above Trend,-1,-1,01/01 00:00:00 EST,w3,0,2015-12-10 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,351244,52255,-1,-1,0,0,-1,-1,0,0,-1,-1,9400683,9400682,-1,2015-12-04 00:00:00,2015-12-04 22:10:01,2015-12-04 22:10:01,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,351244,52255,-1,-1,-1,168.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2015-12-05,2015-12-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,104615,0,104615,59708,0,w2,-1,0,59708,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,Above Trend,Above Trend,-1,-1,01/01 00:00:00 EST,w3,0,2015-12-10 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,343945,44956,-1,-1,0,0,-1,-1,0,0,-1,-1,9452743,9452742,-1,2015-12-05 00:00:00,2015-12-05 22:10:47,2015-12-05 22:10:47,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,343945,44956,-1,-1,-1,145.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2015-12-06,2015-12-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,104615,0,104615,59708,0,w2,-1,0,59708,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,Above Trend,On Track,-1,-1,01/01 00:00:00 EST,w3,0,2015-12-10 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,343945,44956,-1,-1,0,0,-1,-1,0,0,-1,-1,9458102,9458101,-1,2015-12-06 00:00:00,2015-12-06 02:10:16,2015-12-06 02:10:16,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,343945,44956,-1,-1,-1,120.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2015-12-07,2015-12-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,127221,0,127221,82314,0,w2,-1,0,82314,-1,-1,448560,104664,-1,-1,Available,Limited,-1,-1,100,100%,100,100%,100,-1,-1,Above Trend,On Track,-1,-1,01/01 00:00:00 EST,w3,0,2015-12-10 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,321339,22350,-1,-1,0,0,-1,-1,0,0,-1,-1,9534756,9534755,-1,2015-12-07 00:00:00,2015-12-07 22:10:53,2015-12-07 22:10:53,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,321339,22350,-1,-1,-1,126.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2015-12-08,2015-12-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,148427,0,148427,103520,0,w2,-1,0,103520,-1,-1,448560,104664,-1,-1,Available,Limited,-1,-1,100,100%,100,100%,100,-1,-1,Above Trend,On Track,-1,-1,01/01 00:00:00 EST,w3,0,2015-12-10 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,300133,1144,-1,-1,0,0,-1,-1,0,0,-1,-1,9586509,9586508,-1,2015-12-08 00:00:00,2015-12-08 22:10:39,2015-12-08 22:10:39,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,300133,1144,-1,-1,-1,128.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2015-12-09,2015-12-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,127520,-1,0,-1,0,-1,-1,171227,0,171227,126320,0,w2,-1,0,126320,-1,-1,448560,127520,-1,-1,Available,Limited,-1,-1,100,100%,100,100%,100,-1,-1,Above Trend,On Track,-1,-1,01/01 00:00:00 EST,w3,0,2015-12-10 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,277333,1200,-1,-1,0,0,-1,-1,0,0,-1,-1,9637350,9637349,-1,2015-12-09 00:00:00,2015-12-09 22:10:41,2015-12-09 22:10:41,-1,-1,Mansfield,Mansfield,-1,448560,127520,-1,448560,127520,False,False,0,0,0,0,-1,277333,1200,-1,-1,-1,131.0,-1,0,127520.0,18217.0,564727.0,-1,0,0
2015-12-10,2015-12-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,City - PHOENIX AZ,DSL - LSD/ULSD,-1,-1,448560,104664,-1,3,0,1,0,-1,171227,0,171227,0,0,w3,-1,0,0,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,Above Trend,Below Trend,-1,-1,01/01 00:00:00 EST,w4,0,2015-12-17 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,277333,104664,-1,-1,0,0,-1,-1,0,0,-1,-1,9669718,9669717,-1,2015-12-10 00:00:00,2015-12-10 15:11:25,2015-12-10 15:11:25,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,True,True,0,0,0,0,-1,277333,104664,-1,-1,-1,118.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
