,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Weekly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Weekly,en_allocation_status_Weekly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Weekly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_Weekly,next_refresh_base_gallons_Weekly,remaining_gallons_Weekly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Weekly,staging_id_Weekly,execution_date_Weekly,customer_name_Weekly,base_gallons_Daily,base_gallons_Monthly,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,beginning_gallons_Daily,beginning_gallons_Monthly,en_allocation_status_Daily,en_allocation_status_Monthly,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,alerts_ratability_Daily,alerts_ratability_Monthly,next_refresh_date_Daily,next_refresh_date_Monthly,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,remaining_gallons_Daily,remaining_gallons_Monthly,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,execution_date_Daily,execution_date_Monthly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-07-11,2015-07-11 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w2,0,0,0,34615,Available,100%,100,Below Trend,w3,0,2015-07-17 00:00:00,Contract,-1,34615,0,0,1428657,2015-07-11 22:03:25,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-12,2015-07-12 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w2,0,0,0,34615,Available,100%,100,Below Trend,w3,0,2015-07-17 00:00:00,Contract,-1,34615,0,0,1481940,2015-07-12 22:03:38,Mansfield,0,0,1,0,3,25489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-13,2015-07-13 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,25489,1,w2,0,0,0,34615,Available,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,9126,0,0,1538689,2015-07-13 22:03:44,Mansfield,0,0,1,0,3,8502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-14,2015-07-14 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,33991,1,w2,0,0,0,34615,Out,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,624,0,0,1592788,2015-07-14 22:03:46,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-15,2015-07-15 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,33991,1,w2,0,0,0,34615,Out,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,624,0,0,1646943,2015-07-15 22:03:35,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-16,2015-07-16 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,33991,1,w2,0,0,0,34615,Out,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,624,0,0,1702480,2015-07-16 22:03:43,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-17,2015-07-17 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,4501,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,30114,0,0,1757589,2015-07-17 22:03:37,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-18,2015-07-18 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,4501,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,30114,0,0,1812319,2015-07-18 22:03:38,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-19,2015-07-19 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,4501,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,30114,0,0,1863471,2015-07-19 22:03:50,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-20,2015-07-20 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,4501,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,30114,0,0,1915396,2015-07-20 22:03:51,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-21,2015-07-21 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,4501,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,30114,0,0,1969167,2015-07-21 22:05:44,Mansfield,0,0,1,0,3,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-22,2015-07-22 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,8301,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,26314,0,0,2022619,2015-07-22 22:03:41,Mansfield,0,0,1,0,3,8499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-23,2015-07-23 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,16800,1,w3,0,0,0,34615,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,17815,0,0,2075710,2015-07-23 22:02:34,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-24,2015-07-24 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,8500,1,w4,0,0,0,34615,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,26115,0,0,2132099,2015-07-24 22:03:00,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-25,2015-07-25 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,8500,1,w4,0,0,0,34615,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,26115,0,0,2190744,2015-07-25 22:02:43,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-26,2015-07-26 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,8500,1,w4,0,0,0,34615,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,26115,0,0,2243427,2015-07-26 22:02:48,Mansfield,0,0,1,0,3,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-27,2015-07-27 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,17000,1,w4,0,0,0,34615,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,17615,0,0,2297514,2015-07-27 22:02:42,Mansfield,0,0,1,0,3,11699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-28,2015-07-28 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,28699,1,w4,0,0,0,34615,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,5916,0,0,2351237,2015-07-28 22:02:53,Mansfield,0,0,1,0,3,16999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-29,2015-07-29 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,45698,1,w4,0,0,0,34615,Out,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,-2583,15000,6500,2404019,2015-07-29 22:03:00,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-30,2015-07-30 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,45698,1,w4,0,0,0,34615,Out,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,-2583,15000,6500,2458526,2015-07-30 22:02:42,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,False,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
2015-07-31,2015-07-31 00:00:00,Husky,MANSFIELD GAS AT AKRON,MANSFIELD GAS CONTRACT- AKRON,87 Gas,34615,0,1,w5,0,0,0,34615,Available,100%,100,Below Trend,w6,0,2015-08-07 00:00:00,Contract,-1,34615,0,0,2513354,2015-07-31 22:02:58,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,34615,True,True,0,True,0,True,0,0,34615,-1,-1,-1,-1,-1,0,34615.0,4945.0,153295.0,-1,0,1
