,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Weekly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Weekly,en_allocation_status_Weekly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Weekly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_Weekly,next_refresh_base_gallons_Weekly,remaining_gallons_Weekly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Weekly,staging_id_Weekly,execution_date_Weekly,customer_name_Weekly,base_gallons_Daily,base_gallons_Monthly,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,beginning_gallons_Daily,beginning_gallons_Monthly,en_allocation_status_Daily,en_allocation_status_Monthly,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,alerts_ratability_Daily,alerts_ratability_Monthly,next_refresh_date_Daily,next_refresh_date_Monthly,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,remaining_gallons_Daily,remaining_gallons_Monthly,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,execution_date_Daily,execution_date_Monthly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-07-11,2015-07-11 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,21999,1,w3,0,0,0,143077,Available,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,121078,0,0,1428661,2015-07-11 22:03:25,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-12,2015-07-12 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,21999,1,w3,0,0,0,143077,Available,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,121078,0,0,1481944,2015-07-12 22:03:38,Mansfield,0,0,1,0,3,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-13,2015-07-13 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,33999,1,w3,0,0,0,143077,Available,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,109078,0,0,1538693,2015-07-13 22:03:44,Mansfield,0,0,1,0,3,21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-14,2015-07-14 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,55001,1,w3,0,0,0,143077,Available,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,88076,0,0,1592792,2015-07-14 22:03:46,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-15,2015-07-15 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,55001,1,w3,0,0,0,143077,Available,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,88076,0,0,1646947,2015-07-15 22:03:35,Mansfield,0,0,1,0,3,35004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-16,2015-07-16 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,90005,1,w3,0,0,0,143077,Available,100%,100,Above Trend,w3,0,2015-07-17 00:00:00,Contract,-1,53072,0,0,1702484,2015-07-16 22:03:43,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-17,2015-07-17 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,42500,1,w4,0,0,0,143077,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,100577,0,0,1757593,2015-07-17 22:03:37,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-18,2015-07-18 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,42500,1,w4,0,0,0,143077,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,100577,0,0,1812323,2015-07-18 22:03:38,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-19,2015-07-19 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,42500,1,w4,0,0,0,143077,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,100577,0,0,1863475,2015-07-19 22:03:50,Mansfield,0,0,1,0,3,39500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-20,2015-07-20 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,82000,1,w4,0,0,0,143077,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,61077,0,0,1915400,2015-07-20 22:03:51,Mansfield,0,0,1,0,3,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-21,2015-07-21 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,102500,1,w4,0,0,0,143077,Available,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,40577,0,0,1969171,2015-07-21 22:05:44,Mansfield,0,0,1,0,3,37911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-22,2015-07-22 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,140411,1,w4,0,0,0,143077,Out,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,2666,0,0,2022623,2015-07-22 22:03:41,Mansfield,0,0,1,0,3,19503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-23,2015-07-23 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,159914,1,w4,0,0,0,143077,Out,100%,100,Above Trend,w4,0,2015-07-24 00:00:00,Contract,-1,-16837,7500,4002,2075714,2015-07-23 22:02:34,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-24,2015-07-24 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,12000,1,w5,0,0,0,143077,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,131077,0,0,2132103,2015-07-24 22:03:00,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-25,2015-07-25 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,12000,1,w5,0,0,0,143077,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,131077,0,0,2190748,2015-07-25 22:02:43,Mansfield,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-26,2015-07-26 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,12000,1,w5,0,0,0,143077,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,131077,0,0,2243431,2015-07-26 22:02:48,Mansfield,0,0,1,0,3,14499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-27,2015-07-27 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,26499,1,w5,0,0,0,143077,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,116578,0,0,2297518,2015-07-27 22:02:42,Mansfield,0,0,1,0,3,42508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-28,2015-07-28 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,69007,1,w5,0,0,0,143077,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,74070,0,0,2351241,2015-07-28 22:02:53,Mansfield,0,0,1,0,3,32008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-29,2015-07-29 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,101015,1,w5,0,0,0,143077,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,42062,0,0,2404022,2015-07-29 22:03:00,Mansfield,0,0,1,0,3,16803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-30,2015-07-30 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,117818,1,w5,0,0,0,143077,Available,100%,100,Above Trend,w5,0,2015-07-31 00:00:00,Contract,-1,25259,0,0,2458529,2015-07-30 22:02:42,Mansfield,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,False,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
2015-07-31,2015-07-31 00:00:00,Husky,MANSFIELD ULSD CONTRACT ROMULUS,MANSFIELD ULSD CONTRACT- ROMULUS,Diesel,143077,25502,1,w6,0,0,0,143077,Available,100%,100,Above Trend,w6,0,2015-08-07 00:00:00,Contract,-1,117575,0,0,2513358,2015-07-31 22:02:58,Mansfield,0,0,1,0,1,25502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143077,0,0,143077,True,True,0,True,0,True,0,0,143077,-1,-1,-1,-1,-1,0,143077.0,20440.0,633640.0,-1,0,1
