,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Monthly,base_gallons_Weekly,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_Monthly,en_account_type_Weekly,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_Monthly,staging_id_Weekly,execution_date_Monthly,execution_date_Weekly,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,beginning_gallons_Daily,en_allocation_status_Daily,percentage_allocation_Daily_actual,percentage_allocation_Daily,alerts_ratability_Daily,next_refresh_date_Daily,NRB_Daily,next_refresh_base_gallons_Daily,remaining_gallons_Daily,additional_gallons_allowed_Daily,additional_gallons_remaining_Daily,execution_date_Daily,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-09-01,2015-09-01 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,27408,0,27408,27408,1,w1,0,0,2897,121000,27500,Available,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w1,0,2015-09-08 00:00:00,Contract,Contract,0,-1,-1,93592,92,0,0,0,0,4256306,4256305,2015-09-01 19:19:31,2015-09-01 19:19:31,Mansfield,Mansfield,0,1,2897,3,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,2897,True,2897,False,-2897,93592,24603,-1,-1,-1,680.0,-1,0,27500.0,3929.0,117870.0,72.0,0,0
2015-09-02,2015-09-02 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,30305,0,30305,30305,1,w1,0,0,2897,121000,27500,Available,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w1,0,2015-09-08 00:00:00,Contract,Contract,0,-1,-1,90695,-2805,0,0,0,0,4317953,4317952,2015-09-02 19:19:41,2015-09-02 19:19:41,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,2897,True,2897,False,0,90695,24603,-1,-1,-1,376.0,-1,0,27500.0,3929.0,117870.0,36.0,0,0
2015-09-03,2015-09-03 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,30305,0,30305,30305,1,w1,0,0,2897,121000,27500,Available,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w1,0,2015-09-08 00:00:00,Contract,Contract,0,-1,-1,90695,-2805,0,0,0,0,4377202,4377201,2015-09-03 22:18:44,2015-09-03 22:18:44,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,2897,True,2897,False,0,90695,24603,-1,-1,-1,250.0,-1,0,27500.0,3929.0,117870.0,24.0,0,0
2015-09-04,2015-09-04 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,30305,0,30305,30305,1,w1,0,0,2897,121000,27500,Available,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w1,0,2015-09-08 00:00:00,Contract,Contract,0,-1,-1,90695,-2805,0,0,0,0,4437440,4437439,2015-09-04 22:19:31,2015-09-04 22:19:31,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,2897,True,2897,False,0,90695,24603,-1,-1,-1,188.0,-1,0,27500.0,3929.0,117870.0,18.0,0,0
2015-09-05,2015-09-05 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,30305,0,30305,30305,1,w1,0,0,2897,121000,27500,Available,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w1,0,2015-09-08 00:00:00,Contract,Contract,0,-1,-1,90695,-2805,0,0,0,0,4490464,4490463,2015-09-05 22:19:04,2015-09-05 22:19:04,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,2897,True,2897,False,0,90695,24603,-1,-1,-1,150.0,-1,0,27500.0,3929.0,117870.0,14.0,0,0
2015-09-06,2015-09-06 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,30305,0,30305,30305,1,w1,0,0,2897,121000,27500,Available,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w1,0,2015-09-08 00:00:00,Contract,Contract,0,-1,-1,90695,-2805,0,0,0,0,4543039,4543038,2015-09-06 22:20:37,2015-09-06 22:20:37,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,2897,True,2897,False,0,90695,24603,-1,-1,-1,125.0,-1,0,27500.0,3929.0,117870.0,12.0,0,0
2015-09-07,2015-09-07 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,30305,0,30305,30305,1,w1,0,0,17099,121000,27500,Available,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w1,0,2015-09-08 00:00:00,Contract,Contract,0,-1,-1,90695,-2805,0,0,0,0,4593314,4593313,2015-09-07 22:18:37,2015-09-07 22:18:37,Mansfield,Mansfield,0,1,14202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,17099,True,17099,False,-14202,90695,10401,-1,-1,-1,107.0,-1,0,27500.0,3929.0,117870.0,61.0,0,0
2015-09-08,2015-09-08 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,44507,0,44507,14202,1,w2,0,0,0,121000,27500,Available,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w2,0,2015-09-15 00:00:00,Contract,Contract,0,-1,-1,76493,13298,0,0,0,0,4658675,4658674,2015-09-08 22:20:49,2015-09-08 22:20:49,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,0,True,17099,False,0,76493,27500,-1,-1,-1,138.0,-1,0,27500.0,3929.0,117870.0,53.0,0,0
2015-09-09,2015-09-09 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,44507,0,44507,14202,1,w2,0,0,10002,121000,27500,Available,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w2,0,2015-09-15 00:00:00,Contract,Contract,0,-1,-1,76493,13298,0,0,0,0,4718663,4718662,2015-09-09 22:20:13,2015-09-09 22:20:13,Mansfield,Mansfield,0,1,10002,3,10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,10002,True,27101,False,-10002,76493,17498,-1,-1,-1,123.0,-1,0,27500.0,3929.0,117870.0,75.0,0,0
2015-09-10,2015-09-10 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,54509,0,54509,24204,1,w2,0,0,10002,121000,27500,Available,Low,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w2,0,2015-09-15 00:00:00,Contract,Contract,0,-1,-1,66491,3296,0,0,0,0,4773412,4773411,2015-09-10 22:20:31,2015-09-10 22:20:31,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,10002,True,27101,False,0,66491,17498,-1,-1,-1,135.0,-1,0,27500.0,3929.0,117870.0,67.0,0,0
