,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Monthly,base_gallons_Weekly,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_Monthly,en_account_type_Weekly,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_Monthly,staging_id_Weekly,execution_date_Monthly,execution_date_Weekly,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,beginning_gallons_Daily,en_allocation_status_Daily,percentage_allocation_Daily_actual,percentage_allocation_Daily,alerts_ratability_Daily,next_refresh_date_Daily,NRB_Daily,next_refresh_base_gallons_Daily,remaining_gallons_Daily,additional_gallons_allowed_Daily,additional_gallons_remaining_Daily,execution_date_Daily,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-09-11,2015-09-11 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,54509,0,54509,24204,1,w2,0,0,10002,121000,27500,Available,Low,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w2,0,2015-09-15 00:00:00,Contract,Contract,0,-1,-1,66491,3296,0,0,0,0,4832628,4832627,2015-09-11 22:22:38,2015-09-11 22:22:38,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,10002,True,27101,False,0,66491,17498,-1,-1,-1,123.0,-1,0,27500.0,3929.0,117870.0,61.0,0,0
2015-09-12,2015-09-12 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,54509,0,54509,24204,1,w2,0,0,10002,121000,27500,Available,Low,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w2,0,2015-09-15 00:00:00,Contract,Contract,0,-1,-1,66491,3296,0,0,0,0,4898690,4898689,2015-09-12 22:21:12,2015-09-12 22:21:12,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,10002,True,27101,False,0,66491,17498,-1,-1,-1,113.0,-1,0,27500.0,3929.0,117870.0,56.0,0,0
2015-09-13,2015-09-13 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,54509,0,54509,24204,1,w2,0,0,20003,121000,27500,Available,Low,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w2,0,2015-09-15 00:00:00,Contract,Contract,0,-1,-1,66491,3296,0,0,0,0,4920696,4920695,2015-09-13 22:27:17,2015-09-13 22:27:17,Mansfield,Mansfield,0,1,10001,3,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,20003,True,37102,False,-10001,66491,7497,-1,-1,-1,104.0,-1,0,27500.0,3929.0,117870.0,71.0,0,0
2015-09-14,2015-09-14 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,64510,0,64510,34205,1,w2,0,0,30910,121000,27500,Available,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w2,0,2015-09-15 00:00:00,Contract,Contract,0,-1,-1,56490,-6705,0,0,0,0,4967128,4967127,2015-09-14 22:23:32,2015-09-14 22:23:32,Mansfield,Mansfield,0,1,10907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,30910,True,48009,False,-10907,56490,-3410,-1,-1,-1,114.0,-1,100,27500.0,3929.0,117870.0,85.0,0,0
2015-09-15,2015-09-15 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,75417,0,75417,10907,1,w3,0,0,9506,121000,27500,Available,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w3,0,2015-09-22 00:00:00,Contract,Contract,0,-1,-1,45583,16593,0,0,0,0,5020793,5020792,2015-09-15 22:22:40,2015-09-15 22:22:40,Mansfield,Mansfield,0,1,9506,3,9506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,9506,True,57515,False,-9506,45583,17994,-1,-1,-1,125.0,-1,0,27500.0,3929.0,117870.0,95.0,0,0
2015-09-16,2015-09-16 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,84923,0,84923,20413,1,w3,0,0,19510,121000,27500,Limited,Limited,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w3,0,2015-09-22 00:00:00,Contract,Contract,0,-1,-1,36077,7087,0,0,0,0,5075017,5075016,2015-09-16 22:19:23,2015-09-16 22:19:23,Mansfield,Mansfield,0,1,10004,3,10004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,19510,True,67519,False,-10004,36077,7990,-1,-1,-1,132.0,-1,0,27500.0,3929.0,117870.0,105.0,0,0
2015-09-17,2015-09-17 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,94927,0,94927,30417,1,w3,0,0,19510,121000,27500,Limited,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w3,0,2015-09-22 00:00:00,Contract,Contract,0,-1,-1,26073,-2917,0,0,0,0,5130145,5130144,2015-09-17 22:23:02,2015-09-17 22:23:02,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,19510,True,67519,False,0,26073,7990,-1,-1,-1,138.0,-1,0,27500.0,3929.0,117870.0,98.0,0,0
2015-09-18,2015-09-18 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,94927,0,94927,30417,1,w3,0,0,19510,121000,35200,Limited,Low,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w3,0,2015-09-22 00:00:00,Contract,Contract,0,-1,-1,26073,4783,0,0,0,0,5184321,5184320,2015-09-18 22:23:39,2015-09-18 22:23:39,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35200,0,0,0,False,True,19510,True,67519,False,0,26073,15690,-1,-1,-1,131.0,-1,0,35200.0,5029.0,150870.0,93.0,0,0
2015-09-19,2015-09-19 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,94927,0,94927,30417,1,w3,0,0,19510,121000,35200,Limited,Low,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w3,0,2015-09-22 00:00:00,Contract,Contract,0,-1,-1,26073,4783,0,0,0,0,5234723,5234722,2015-09-19 22:19:35,2015-09-19 22:19:35,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35200,0,0,0,False,True,19510,True,67519,False,0,26073,15690,-1,-1,-1,124.0,-1,0,35200.0,5029.0,150870.0,88.0,0,0
2015-09-20,2015-09-20 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,94927,0,94927,30417,1,w3,0,0,29510,121000,35200,Limited,Low,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w3,0,2015-09-22 00:00:00,Contract,Contract,0,-1,-1,26073,4783,0,0,0,0,5284740,5284739,2015-09-20 22:22:58,2015-09-20 22:22:58,Mansfield,Mansfield,0,1,10000,3,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35200,0,0,0,False,True,29510,True,77519,False,-10000,26073,5690,-1,-1,-1,118.0,-1,0,35200.0,5029.0,150870.0,96.0,0,0
2015-09-21,2015-09-21 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,104927,0,104927,40417,1,w3,0,0,29510,121000,35200,Low,Out,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w3,0,2015-09-22 00:00:00,Contract,Contract,0,-1,-1,16073,-5217,0,0,0,0,5338781,5338780,2015-09-21 22:21:01,2015-09-21 22:21:01,Mansfield,Mansfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35200,0,0,0,False,True,29510,True,77519,False,0,16073,5690,-1,-1,-1,124.0,-1,0,35200.0,5029.0,150870.0,92.0,0,0
2015-09-22,2015-09-22 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,104927,0,104927,0,1,w4,0,0,10005,121000,27500,Low,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w4,0,2015-09-29 00:00:00,Contract,Contract,0,-1,-1,16073,27500,0,0,0,0,5395310,5395309,2015-09-22 22:23:51,2015-09-22 22:23:51,Mansfield,Mansfield,0,1,10005,3,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,10005,True,87524,False,-10005,16073,17495,-1,-1,-1,118.0,-1,0,27500.0,3929.0,117870.0,99.0,0,0
2015-09-23,2015-09-23 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,114932,0,114932,10005,1,w4,0,0,10005,121000,27500,Low,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w4,0,2015-09-29 00:00:00,Contract,Contract,0,-1,-1,6068,17495,0,0,0,0,5448966,5448965,2015-09-23 22:23:22,2015-09-23 22:23:22,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,True,True,10005,True,87524,False,0,6068,17495,-1,-1,-1,124.0,-1,0,27500.0,3929.0,117870.0,94.0,0,0
2015-09-24,2015-09-24 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,114932,0,114932,10005,1,w4,0,0,14203,121000,27500,Low,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w4,0,2015-09-29 00:00:00,Contract,Contract,0,-1,-1,6068,17495,0,0,0,0,5501887,5501886,2015-09-24 22:23:26,2015-09-24 22:23:26,Mansfield,Mansfield,0,1,4198,3,4198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,27500,0,0,0,False,True,14203,True,91722,False,-4198,6068,13297,-1,-1,-1,119.0,-1,0,27500.0,3929.0,117870.0,95.0,0,0
2015-09-25,2015-09-25 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,119130,0,119130,14203,1,w4,0,0,0,121000,35365,Low,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w5,0,2015-10-01 00:00:00,Contract,Contract,0,-1,-1,1870,21162,0,0,0,0,5551216,5551215,2015-09-25 22:22:46,2015-09-25 22:22:46,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35365,0,0,0,True,True,0,True,91722,False,0,1870,35365,-1,-1,-1,118.0,-1,0,35365.0,5052.0,151560.0,91.0,0,0
2015-09-26,2015-09-26 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,119130,0,119130,14203,1,w4,0,0,0,121000,35365,Low,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w5,0,2015-10-01 00:00:00,Contract,Contract,0,-1,-1,1870,21162,0,0,0,0,5603144,5603143,2015-09-26 22:22:43,2015-09-26 22:22:43,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35365,0,0,0,True,True,0,True,91722,False,0,1870,35365,-1,-1,-1,114.0,-1,0,35365.0,5052.0,151560.0,87.0,0,0
2015-09-27,2015-09-27 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,119130,0,119130,14203,1,w4,0,0,0,121000,35365,Low,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w5,0,2015-10-01 00:00:00,Contract,Contract,0,-1,-1,1870,21162,0,0,0,0,5653671,5653670,2015-09-27 22:24:19,2015-09-27 22:24:19,Mansfield,Mansfield,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35365,0,0,0,True,True,0,True,91722,False,0,1870,35365,-1,-1,-1,109.0,-1,0,35365.0,5052.0,151560.0,84.0,0,0
2015-09-28,2015-09-28 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,119130,0,119130,14203,1,w4,0,0,10007,121000,35365,Low,Available,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w5,0,2015-10-01 00:00:00,Contract,Contract,0,-1,-1,1870,21162,0,0,0,0,5704476,5704475,2015-09-28 22:24:31,2015-09-28 22:24:31,Mansfield,Mansfield,0,1,10007,3,10007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35365,0,0,0,False,True,10007,True,101729,False,-10007,1870,25358,-1,-1,-1,105.0,-1,0,35365.0,5052.0,151560.0,90.0,0,0
2015-09-29,2015-09-29 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,129137,0,129137,24210,1,w4,0,0,20011,121000,35365,Out,Limited,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w5,0,2015-10-01 00:00:00,Contract,Contract,0,-1,-1,-8137,11155,0,0,0,0,5758442,5758441,2015-09-29 22:23:16,2015-09-29 22:23:16,Mansfield,Mansfield,0,1,10004,3,10004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121000,35365,0,0,0,False,True,20011,True,111733,False,-10004,-8137,15354,-1,-1,-1,110.0,-1,0,35365.0,5052.0,151560.0,96.0,0,0
2015-09-30,2015-09-30 00:00:00,Tesoro,UNBRANDED CONTRACT,MTN - BOISE-TSO (FKA:NWTC Chev),MTN ULSD #2,0,0,139141,0,139141,34214,1,w4,0,0,20011,130900,35365,Out,Low,-1,100,-1,100,-1,-1,10/01 00:00:00 MDT,w5,0,2015-10-01 00:00:00,Contract,Contract,-1,-1,-1,-8241,1151,0,0,0,0,5811236,5811235,2015-09-30 22:22:47,2015-09-30 22:22:47,Mansfield,Mansfield,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130900,35365,0,0,0,True,True,20011,True,111733,False,0,-8241,15354,-1,-1,-1,106.0,-1,0,35365.0,5052.0,151560.0,85.0,0,0
