,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2016-01-11,2016-01-11 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,119304,0,119304,52403,0,w2,-1,0,52403,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,Below Trend,Below Trend,-1,-1,02/01 00:00:00 MST,w2,0,2016-01-14 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,329256,52261,-1,-1,0,0,-1,-1,0,0,-1,-1,12715751,12715750,-1,2016-01-11 00:00:00,2016-01-11 22:00:12,2016-01-11 22:00:12,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,329256,52261,-1,-1,-1,75.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-12,2016-01-12 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,149405,0,149405,82504,0,w2,-1,0,82504,-1,-1,448560,104664,-1,-1,Available,Limited,-1,-1,100,100%,100,100%,100,-1,-1,On Track,On Track,-1,-1,02/01 00:00:00 MST,w2,0,2016-01-14 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,299155,22160,-1,-1,0,0,-1,-1,0,0,-1,-1,12858217,12858216,-1,2016-01-12 00:00:00,2016-01-12 20:27:02,2016-01-12 20:27:02,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,299155,22160,-1,-1,-1,86.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-13,2016-01-13 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,149405,0,149405,82504,0,w2,-1,0,82504,-1,-1,448560,104664,-1,-1,Available,Limited,-1,-1,100,100%,100,100%,100,-1,-1,Below Trend,Below Trend,-1,-1,02/01 00:00:00 MST,w2,0,2016-01-14 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,299155,22160,-1,-1,0,0,-1,-1,0,0,-1,-1,12928905,12928904,-1,2016-01-13 00:00:00,2016-01-13 22:16:30,2016-01-13 22:16:30,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,299155,22160,-1,-1,-1,79.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-14,2016-01-14 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,3,22298,1,22298,-1,171703,0,171703,22298,0,w3,-1,0,22298,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,On Track,Above Trend,-1,-1,02/01 00:00:00 MST,w3,0,2016-01-21 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,276857,82366,-1,-1,0,0,-1,-1,0,0,-1,-1,13019150,13019149,-1,2016-01-14 00:00:00,2016-01-14 22:14:54,2016-01-14 22:14:54,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,True,True,0,0,0,0,-1,276857,82366,-1,-1,-1,85.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-15,2016-01-15 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,186504,0,186504,37099,0,w3,-1,0,37099,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,On Track,On Track,-1,-1,02/01 00:00:00 MST,w3,0,2016-01-21 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,262056,67565,-1,-1,0,0,-1,-1,0,0,-1,-1,13077264,13077263,-1,2016-01-15 00:00:00,2016-01-15 23:20:13,2016-01-15 23:20:13,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,262056,67565,-1,-1,-1,86.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-16,2016-01-16 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,201403,0,201403,51998,0,w3,-1,0,51998,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,On Track,On Track,-1,-1,02/01 00:00:00 MST,w3,0,2016-01-21 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,247157,52666,-1,-1,0,0,-1,-1,0,0,-1,-1,13254805,13254804,-1,2016-01-16 00:00:00,2016-01-16 20:00:08,2016-01-16 20:00:08,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,247157,52666,-1,-1,-1,87.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-17,2016-01-17 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,201403,0,201403,51998,0,w3,-1,0,51998,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,Below Trend,On Track,-1,-1,02/01 00:00:00 MST,w3,0,2016-01-21 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,247157,52666,-1,-1,0,0,-1,-1,0,0,-1,-1,13424764,13424763,-1,2016-01-17 00:00:00,2016-01-17 22:32:49,2016-01-17 22:32:49,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,247157,52666,-1,-1,-1,82.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-18,2016-01-18 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,239200,0,239200,89795,0,w3,-1,0,89795,-1,-1,448560,104664,-1,-1,Available,Limited,-1,-1,100,100%,100,100%,100,-1,-1,On Track,On Track,-1,-1,02/01 00:00:00 MST,w3,0,2016-01-21 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,209360,14869,-1,-1,0,0,-1,-1,0,0,-1,-1,13510244,13510243,-1,2016-01-18 00:00:00,2016-01-18 23:13:08,2016-01-18 23:13:08,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,209360,14869,-1,-1,-1,92.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-19,2016-01-19 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,134664,-1,0,-1,0,-1,-1,261801,0,261801,112396,0,w3,-1,0,112396,-1,-1,448560,134664,-1,-1,Available,Limited,-1,-1,100,100%,100,100%,100,-1,-1,On Track,On Track,-1,-1,02/01 00:00:00 MST,w3,0,2016-01-21 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,186759,22268,-1,-1,0,0,-1,-1,0,0,-1,-1,125029,125028,-1,2016-01-19 00:00:00,2016-01-19 22:30:14,2016-01-19 22:30:14,-1,-1,Mansfield,Mansfield,-1,448560,134664,-1,448560,134664,False,False,0,0,0,0,-1,186759,22268,-1,-1,-1,95.0,-1,0,134664.0,19238.0,596378.0,-1,0,0
2016-01-20,2016-01-20 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,134664,-1,0,-1,0,-1,-1,269298,0,269298,119893,0,w3,-1,0,119893,-1,-1,448560,134664,-1,-1,Available,Limited,-1,-1,100,100%,100,100%,100,-1,-1,On Track,On Track,-1,-1,02/01 00:00:00 MST,w3,0,2016-01-21 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,179262,14771,-1,-1,0,0,-1,-1,0,0,-1,-1,261411,261410,-1,2016-01-20 00:00:00,2016-01-20 22:00:13,2016-01-20 22:00:13,-1,-1,Mansfield,Mansfield,-1,448560,134664,-1,448560,134664,False,False,0,0,0,0,-1,179262,14771,-1,-1,-1,93.0,-1,0,134664.0,19238.0,596378.0,-1,0,0
2016-01-21,2016-01-21 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,3,15101,1,15101,-1,284399,0,284399,15101,0,w4,-1,0,15101,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,On Track,On Track,-1,-1,02/01 00:00:00 MST,w4,0,2016-01-28 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,164161,89563,-1,-1,0,0,-1,-1,0,0,-1,-1,402750,402749,-1,2016-01-21 00:00:00,2016-01-21 22:00:11,2016-01-21 22:00:11,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,True,True,0,0,0,0,-1,164161,89563,-1,-1,-1,94.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-22,2016-01-22 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,291899,0,291899,22601,0,w4,-1,0,22601,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,On Track,Below Trend,-1,-1,02/01 00:00:00 MST,w4,0,2016-01-28 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,448560,-1,-1,-1,-1,156661,82063,-1,-1,0,0,-1,-1,0,0,-1,-1,561453,561452,-1,2016-01-22 00:00:00,2016-01-22 22:00:09,2016-01-22 22:00:09,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,156661,82063,-1,-1,-1,92.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-23,2016-01-23 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,448560,104664,-1,0,-1,0,-1,-1,291899,0,291899,22601,0,w4,-1,0,22601,-1,-1,448560,104664,-1,-1,Available,Available,-1,-1,100,100%,100,100%,100,-1,-1,On Track,Below Trend,-1,-1,02/01 00:00:00 MST,w4,0,2016-01-28 00:00:00,-1,-1,Contract,Contract,-1,-1,-1,-1,-1,-1,-1,-1,156661,82063,-1,-1,0,0,-1,-1,0,0,-1,-1,698350,698349,-1,2016-01-23 00:00:00,2016-01-23 18:30:09,2016-01-23 18:30:09,-1,-1,Mansfield,Mansfield,-1,448560,104664,-1,448560,104664,False,False,0,0,0,0,-1,156661,82063,-1,-1,-1,88.0,-1,0,104664.0,14952.0,463512.0,-1,0,0
2016-01-24,2016-01-24 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,0,w5,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,w4,1,2016-01-28 00:00:00,-1,-1,-1,-1,-1,-1,-1,448560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016-01-24 00:00:00,2016-01-24 00:00:00,2016-01-24 00:00:00,-1,-1,-1,-1,-1,448560,104664,-1,448560,104664,True,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,104664.0,14952.0,463512.0,-1,0,0
