,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2016-01-01,2016-01-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,3,0,0,0,0,0,37500,1,w1,0,0,0,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,01/02 00:00:00 CST,02/01 00:00:00 CST,w1,0,2016-01-07 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,1041600,256500,-1,0,0,0,-1,0,0,0,-1,11391124,11391126,11391125,-1,2016-01-01 22:21:00,2016-01-01 22:21:00,2016-01-01 22:21:00,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,False,True,0,True,0,False,50400,1041600,294000,-1,-1,-1,-1.0,0.0,0,235200.0,33600.0,1041600.0,-1.0,1,1
2016-01-02,2016-01-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,3,0,0,0,0,0,37500,1,w1,0,0,0,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,01/03 00:00:00 CST,02/01 00:00:00 CST,w1,0,2016-01-07 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,1041600,256500,-1,0,0,0,-1,0,0,0,-1,11443252,11443254,11443253,-1,2016-01-02 22:18:56,2016-01-02 22:18:56,2016-01-02 22:18:56,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,False,True,0,True,0,False,50400,1041600,294000,-1,-1,-1,-1.0,0.0,0,235200.0,33600.0,1041600.0,-1.0,1,1
2016-01-03,2016-01-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,3,0,0,0,0,0,37500,1,w1,0,0,0,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,01/04 00:00:00 CST,02/01 00:00:00 CST,w1,0,2016-01-07 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,1041600,256500,-1,0,0,0,-1,0,0,0,-1,11496300,11496302,11496301,-1,2016-01-03 22:15:00,2016-01-03 22:15:00,2016-01-03 22:15:00,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,False,True,0,True,0,False,50400,1041600,294000,-1,-1,-1,-1.0,0.0,0,235200.0,33600.0,1041600.0,-1.0,1,1
2016-01-04,2016-01-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,36675,3,36675,36675,36675,0,36675,74175,1,w1,36675,0,36675,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,01/05 00:00:00 CST,02/01 00:00:00 CST,w1,0,2016-01-07 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,13725,1004925,219825,-1,0,0,0,-1,0,0,0,-1,11620553,11620555,11620554,-1,2016-01-04 22:28:28,2016-01-04 22:28:28,2016-01-04 22:28:28,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,False,True,36675,True,36675,False,13725,1004925,257325,-1,-1,-1,27.0,133.0,0,235200.0,33600.0,1041600.0,27.0,1,1
2016-01-05,2016-01-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,10900,3,10900,10900,47575,0,47575,85075,1,w1,10900,0,47575,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,01/06 00:00:00 CST,02/01 00:00:00 CST,w1,0,2016-01-07 00:00:00,-1,Contract,Contract,Contract,-1,54316,-1,1041600,-1,-1,-1,39500,994025,208925,-1,0,0,0,-1,0,0,0,-1,11793653,11793655,11793654,-1,2016-01-05 22:00:11,2016-01-05 22:00:11,2016-01-05 22:00:11,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,False,True,47575,True,47575,False,39500,994025,246425,-1,-1,-1,28.0,0.0,0,235200.0,33600.0,1041600.0,28.0,1,1
2016-01-06,2016-01-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,54316,1041600,235200,-1,1,66475,0,66475,66475,114050,0,114050,151550,1,w1,66475,0,114050,-1,81474,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,Below Trend,-1,01/07 00:00:00 CST,02/01 00:00:00 CST,w1,0,2016-01-07 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,14999,927550,142450,-1,0,0,0,-1,0,0,0,-1,11941129,11941131,11941130,-1,2016-01-06 20:25:14,2016-01-06 20:25:14,2016-01-06 20:25:14,-1,Mansfield,Mansfield,Mansfield,54316,1041600,235200,81474,1041600,294000,False,True,114050,True,114050,False,14999,927550,179950,-1,-1,-1,57.0,133.0,0,235200.0,33600.0,1041600.0,57.0,1,1
2016-01-07,2016-01-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,37100,3,37100,37100,151150,0,151150,37100,1,w2,37100,0,37100,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,On Track,-1,01/08 00:00:00 CST,02/01 00:00:00 CST,w2,0,2016-01-14 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,13300,890450,256900,-1,0,0,0,-1,0,0,0,-1,12106293,12106295,12106294,-1,2016-01-07 22:00:09,2016-01-07 22:00:09,2016-01-07 22:00:09,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,37100,True,151150,False,13300,890450,256900,-1,-1,-1,64.0,133.0,0,235200.0,33600.0,1041600.0,64.0,1,1
2016-01-08,2016-01-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,45066,3,45066,45066,196216,0,196216,82166,1,w2,45066,0,82166,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,On Track,-1,01/09 00:00:00 CST,02/01 00:00:00 CST,w2,0,2016-01-14 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,5334,845384,211834,-1,0,0,0,-1,0,0,0,-1,12257414,12257416,12257415,-1,2016-01-08 22:00:07,2016-01-08 22:00:07,2016-01-08 22:00:07,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,82166,True,196216,False,5334,845384,211834,-1,-1,-1,73.0,133.0,0,235200.0,33600.0,1041600.0,73.0,1,1
2016-01-09,2016-01-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,3,0,0,196216,0,196216,82166,1,w2,0,0,82166,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,01/10 00:00:00 CST,02/01 00:00:00 CST,w2,0,2016-01-14 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,845384,211834,-1,0,0,0,-1,0,0,0,-1,12413902,12413904,12413903,-1,2016-01-09 22:00:10,2016-01-09 22:00:10,2016-01-09 22:00:10,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,82166,True,196216,False,50400,845384,211834,-1,-1,-1,65.0,0.0,0,235200.0,33600.0,1041600.0,65.0,1,1
2016-01-10,2016-01-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,3,0,0,196216,0,196216,82166,1,w2,0,0,82166,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,01/11 00:00:00 CST,02/01 00:00:00 CST,w2,0,2016-01-14 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,845384,211834,-1,0,0,0,-1,0,0,0,-1,12564961,12564963,12564962,-1,2016-01-10 22:00:07,2016-01-10 22:00:07,2016-01-10 22:00:07,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,82166,True,196216,False,50400,845384,211834,-1,-1,-1,58.0,0.0,0,235200.0,33600.0,1041600.0,58.0,1,1
2016-01-11,2016-01-11 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,45801,3,45801,45801,242017,0,242017,127967,1,w2,45801,0,127967,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,Below Trend,-1,01/12 00:00:00 CST,02/01 00:00:00 CST,w2,0,2016-01-14 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,4599,799583,166033,-1,0,0,0,-1,0,0,0,-1,12716887,12716889,12716888,-1,2016-01-11 22:00:12,2016-01-11 22:00:12,2016-01-11 22:00:12,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,127967,True,242017,False,4599,799583,166033,-1,-1,-1,65.0,133.0,0,235200.0,33600.0,1041600.0,65.0,1,1
