,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-11-01,2015-11-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,3,0,0,0,0,0,78999,1,w1,0,0,0,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,11/02 00:00:00 CST,12/01 00:00:00 CST,w1,0,2015-11-05 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,1041600,215001,-1,0,0,0,-1,0,0,0,-1,7365847,7365849,7365848,-1,2015-11-01 22:11:52,2015-11-01 22:11:52,2015-11-01 22:11:52,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,False,0,True,0,0,50400,1041600,294000,-1,-1,-1,-1.0,0.0,0,235200.0,33600.0,1008000.0,-1,1,1
2015-11-02,2015-11-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,41501,3,41501,41501,41501,0,41501,120500,1,w1,41501,0,41501,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,Below Trend,-1,11/03 00:00:00 CST,12/01 00:00:00 CST,w1,0,2015-11-05 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,8899,1000099,173500,-1,0,0,0,-1,0,0,0,-1,7415455,7415457,7415456,-1,2015-11-02 22:10:58,2015-11-02 22:10:58,2015-11-02 22:10:58,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,False,41501,True,0,0,8899,1000099,252499,-1,-1,-1,60.0,133.0,0,235200.0,33600.0,1008000.0,-1,1,1
2015-11-03,2015-11-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,30000,3,30000,30000,71501,0,71501,150500,1,w1,30000,0,71501,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,11/04 00:00:00 CST,12/01 00:00:00 CST,w1,0,2015-11-05 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,20400,970099,143500,-1,0,0,0,-1,0,0,0,-1,7476797,7476799,7476798,-1,2015-11-03 22:08:54,2015-11-03 22:08:54,2015-11-03 22:08:54,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,False,71501,True,0,0,20400,970099,222499,-1,-1,-1,69.0,0.0,0,235200.0,33600.0,1008000.0,-1,1,1
2015-11-04,2015-11-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,30003,0,30003,30003,101504,0,101504,180503,1,w1,30003,0,101504,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,11/05 00:00:00 CST,12/01 00:00:00 CST,w1,0,2015-11-05 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,20397,940096,113497,-1,0,0,0,-1,0,0,0,-1,7700736,7700738,7700737,-1,2015-11-04 23:41:15,2015-11-04 23:41:15,2015-11-04 23:41:15,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,False,101504,True,0,0,20397,940096,192496,-1,-1,-1,73.0,0.0,0,235200.0,33600.0,1008000.0,-1,1,1
2015-11-05,2015-11-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,33000,0,33000,33000,134504,0,134504,33000,1,w2,33000,0,33000,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,On Track,-1,11/06 00:00:00 CST,12/01 00:00:00 CST,w2,0,2015-11-12 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,17400,907096,261000,-1,0,0,0,-1,0,0,0,-1,7838406,7838408,7838407,-1,2015-11-05 22:09:22,2015-11-05 22:09:22,2015-11-05 22:09:22,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,33000,True,0,0,17400,907096,261000,-1,-1,-1,77.0,0.0,0,235200.0,33600.0,1008000.0,-1,1,1
2015-11-06,2015-11-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,30000,0,30000,30000,164504,0,164504,63000,1,w2,30000,0,63000,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,11/07 00:00:00 CST,12/01 00:00:00 CST,w2,0,2015-11-12 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,20400,877096,231000,-1,0,0,0,-1,0,0,0,-1,7886681,7886683,7886682,-1,2015-11-06 22:11:11,2015-11-06 22:11:11,2015-11-06 22:11:11,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,63000,True,0,0,20400,877096,231000,-1,-1,-1,79.0,0.0,0,235200.0,33600.0,1008000.0,-1,1,1
2015-11-07,2015-11-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,0,0,0,164504,0,164504,63000,1,w2,0,0,63000,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,11/08 00:00:00 CST,12/01 00:00:00 CST,w2,0,2015-11-12 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,877096,231000,-1,0,0,0,-1,0,0,0,-1,7930242,7930244,7930243,-1,2015-11-07 22:11:51,2015-11-07 22:11:51,2015-11-07 22:11:51,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,63000,True,0,0,50400,877096,231000,-1,-1,-1,68.0,0.0,0,235200.0,33600.0,1008000.0,-1,1,1
2015-11-08,2015-11-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,0,0,0,0,164504,0,164504,63000,1,w2,0,0,63000,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,11/09 00:00:00 CST,12/01 00:00:00 CST,w2,0,2015-11-12 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,50400,877096,231000,-1,0,0,0,-1,0,0,0,-1,7978403,7978405,7978404,-1,2015-11-08 22:09:53,2015-11-08 22:09:53,2015-11-08 22:09:53,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,63000,True,0,0,50400,877096,231000,-1,-1,-1,59.0,0.0,0,235200.0,33600.0,1008000.0,-1,1,1
2015-11-09,2015-11-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,40700,0,40700,40700,205204,0,205204,103700,1,w2,40700,0,103700,-1,50400,1041600,294000,-1,Limited,Available,Available,-1,150%,150,100%,100,125%,125,-1,On Track,Below Trend,Below Trend,-1,11/10 00:00:00 CST,12/01 00:00:00 CST,w2,0,2015-11-12 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,9700,836396,190300,-1,0,0,0,-1,0,0,0,-1,8029498,8029500,8029499,-1,2015-11-09 22:08:28,2015-11-09 22:08:28,2015-11-09 22:08:28,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,103700,True,0,0,9700,836396,190300,-1,-1,-1,66.0,133.0,0,235200.0,33600.0,1008000.0,-1,1,1
2015-11-10,2015-11-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,Valero-Meraux Refinery (PBMX),DSL - LSD/ULSD,-1,33600,1041600,235200,-1,1,22500,0,22500,22500,227704,0,227704,126200,1,w2,22500,0,126200,-1,50400,1041600,294000,-1,Available,Available,Available,-1,150%,150,100%,100,125%,125,-1,Below Trend,Below Trend,Below Trend,-1,11/11 00:00:00 CST,12/01 00:00:00 CST,w2,0,2015-11-12 00:00:00,-1,Contract,Contract,Contract,-1,33600,-1,1041600,-1,-1,-1,27900,813896,167800,-1,0,0,0,-1,0,0,0,-1,8081169,8081171,8081170,-1,2015-11-10 23:30:49,2015-11-10 23:30:49,2015-11-10 23:30:49,-1,Mansfield,Mansfield,Mansfield,33600,1041600,235200,50400,1041600,294000,True,True,126200,True,0,0,27900,813896,167800,-1,-1,-1,66.0,0.0,0,235200.0,33600.0,1008000.0,-1,1,1
